aX,aY,aZ,gX,gY,gZ
-0.115,1.108,-1.202,-85.327,-155.579,-174.866
-0.048,1.095,-1.161,-99.426,-164.612,-185.364
0.011,1.064,-1.128,-111.45,-173.706,-190.491
0.031,0.999,-1.1,-120.178,-184.814,-190.918
0.018,0.92,-1.053,-123.413,-197.571,-186.951
-0.013,0.795,-0.991,-122.864,-210.266,-182.19
-0.023,0.643,-0.915,-120.789,-221.497,-177.917
-0.076,0.512,-0.851,-118.896,-231.323,-173.95
-0.095,0.361,-0.777,-116.394,-237.671,-173.34
-0.087,0.243,-0.692,-114.38,-238.953,-176.27
-0.065,0.133,-0.622,-115.723,-236.023,-181.702
-0.013,0.043,-0.553,-118.164,-230.713,-189.026
0.037,0.001,-0.505,-121.338,-223.511,-196.045
0.078,-0.017,-0.464,-124.512,-216.187,-200.439
0.116,-0.038,-0.409,-125.549,-208.74,-200.195
0.166,-0.048,-0.349,-125.122,-200.806,-194.763
0.219,-0.069,-0.295,-123.23,-193.665,-185.303
0.274,-0.101,-0.24,-119.08,-187.5,-172.424
0.321,-0.158,-0.19,-113.953,-181.213,-156.677
0.37,-0.23,-0.149,-107.666,-174.5,-140.259
0.427,-0.311,-0.113,-101.318,-167.236,-124.512
0.486,-0.397,-0.09,-95.459,-159.607,-109.863
0.543,-0.467,-0.077,-89.6,-151.123,-95.886
0.599,-0.519,-0.079,-84.167,-141.418,-82.153
0.66,-0.563,-0.088,-77.332,-131.348,-69.824
0.689,-0.599,-0.099,-69.336,-122.375,-59.021
0.723,-0.64,-0.099,-61.829,-111.938,-48.401
0.755,-0.653,-0.107,-55.237,-99.06,-38.33
0.769,-0.658,-0.122,-49.438,-85.083,-29.419
0.793,-0.647,-0.134,-43.274,-69.702,-21.179
0.818,-0.616,-0.141,-37.354,-53.528,-14.16
0.844,-0.573,-0.154,-32.776,-39.063,-8.545
0.849,-0.51,-0.162,-29.114,-26.672,-3.235
0.876,-0.483,-0.161,-24.719,-14.404,2.991
0.899,-0.436,-0.18,-21.118,-4.211,11.292
0.928,-0.397,-0.204,-18.311,2.197,17.944
0.921,-0.337,-0.242,-14.282,5.737,22.217
0.923,-0.301,-0.282,-10.193,8.057,24.231
0.923,-0.259,-0.326,-7.385,9.827,25.452
0.922,-0.217,-0.373,-4.883,11.475,26.794
0.917,-0.182,-0.414,-1.831,13.611,28.809
0.898,-0.167,-0.445,2.502,15.686,32.166
0.899,-0.187,-0.459,5.92,18.616,35.706
0.897,-0.208,-0.473,8.179,20.386,39.307
0.885,-0.216,-0.505,11.169,22.705,43.579
0.88,-0.244,-0.522,14.038,25.33,44.006
0.862,-0.255,-0.537,14.282,26.917,41.87
0.853,-0.256,-0.553,13.916,28.32,39.001
0.85,-0.256,-0.552,15.076,29.297,35.278
0.842,-0.249,-0.544,16.357,29.114,30.64
0.854,-0.251,-0.541,17.578,28.687,24.902
0.88,-0.243,-0.539,18.494,28.259,18.494
0.898,-0.211,-0.542,17.883,26.794,13.306
0.922,-0.174,-0.56,17.029,25.208,9.644
0.921,-0.14,-0.585,17.944,22.461,7.08
0.911,-0.121,-0.606,19.714,19.714,6.47
0.895,-0.094,-0.626,21.301,18.494,7.69
0.878,-0.082,-0.627,22.522,18.616,9.033
0.866,-0.073,-0.614,22.949,19.897,10.498
0.859,-0.062,-0.612,23.071,22.217,12.634
0.857,-0.06,-0.604,23.254,24.719,14.16
0.861,-0.075,-0.589,22.949,26.794,15.32
0.868,-0.084,-0.564,21.973,29.114,16.846
0.893,-0.09,-0.543,20.447,31.372,17.944
0.896,-0.099,-0.516,19.897,30.396,17.517
0.893,-0.112,-0.488,20.752,28.442,17.09
0.894,-0.126,-0.478,21.667,26.367,16.541
0.883,-0.136,-0.48,21.545,23.804,15.442
0.882,-0.149,-0.497,20.691,22.583,14.404
0.884,-0.156,-0.528,19.775,22.888,13.428
0.876,-0.158,-0.552,19.47,25.208,12.817
0.875,-0.151,-0.574,18.921,30.273,12.878
0.878,-0.152,-0.59,18.188,36.316,13
0.865,-0.146,-0.583,17.822,41.748,14.465
0.866,-0.146,-0.57,18.738,47.18,16.174
0.872,-0.156,-0.552,20.752,51.758,18.005
0.857,-0.15,-0.529,23.926,53.955,19.897
0.856,-0.172,-0.493,27.283,55.176,20.874
0.846,-0.177,-0.478,29.236,54.749,22.339
0.817,-0.163,-0.467,30.029,53.528,24.109
0.796,-0.158,-0.471,31.189,53.223,23.804
0.78,-0.142,-0.474,31.921,53.833,23.193
0.765,-0.117,-0.499,32.043,54.81,22.4
0.742,-0.09,-0.524,32.349,56.213,22.4
0.727,-0.074,-0.548,33.386,59.143,23.56
0.715,-0.061,-0.562,34.668,62.439,26.245
0.703,-0.058,-0.56,36.621,64.697,30.273
0.686,-0.064,-0.55,38.94,66.284,34.729
0.672,-0.072,-0.546,41.504,67.505,39.612
0.649,-0.081,-0.535,44.617,67.383,43.396
0.629,-0.084,-0.525,46.814,67.566,45.41
0.615,-0.072,-0.516,47.485,67.993,45.532
0.603,-0.055,-0.507,46.57,68.42,44.189
0.6,-0.022,-0.512,44.312,70.007,41.87
0.605,0.018,-0.528,41.443,72.266,39.368
0.608,0.059,-0.554,38.574,74.158,37.415
0.602,0.099,-0.588,36.621,75.134,37.292
0.574,0.129,-0.635,37.048,74.707,39.856
0.528,0.144,-0.67,40.283,72.937,44.617
0.48,0.146,-0.689,44.8,71.106,49.988
0.448,0.141,-0.688,47.729,71.777,55.237
-0.063,0.786,-1.261,-2.258,-8.301,-16.663
-0.087,0.777,-1.28,-2.93,-13.916,-17.639
-0.122,0.749,-1.299,-4.639,-19.287,-19.104
-0.124,0.733,-1.303,-8.057,-23.499,-20.142
-0.133,0.713,-1.316,-11.597,-27.649,-22.339
-0.143,0.696,-1.336,-14.771,-33.02,-26.062
-0.152,0.684,-1.364,-18.127,-40.039,-31.006
-0.17,0.668,-1.399,-21.423,-48.584,-37.598
-0.194,0.678,-1.439,-25.391,-58.35,-45.044
-0.229,0.671,-1.474,-29.236,-68.787,-52.673
-0.262,0.662,-1.494,-33.081,-79.041,-60.791
-0.265,0.643,-1.503,-37.415,-89.233,-70.557
-0.268,0.63,-1.515,-42.969,-100.22,-81.299
-0.278,0.633,-1.5,-50.049,-111.45,-92.285
-0.251,0.635,-1.482,-58.228,-120.239,-101.807
-0.213,0.636,-1.448,-67.505,-129.639,-111.572
-0.179,0.646,-1.397,-76.416,-139.709,-120.422
-0.11,0.624,-1.348,-83.984,-147.949,-127.93
-0.039,0.618,-1.289,-91.492,-155.701,-131.897
0.01,0.594,-1.252,-97.595,-164.429,-132.202
0.042,0.555,-1.223,-99.792,-175.354,-129.944
0.051,0.489,-1.201,-98.022,-186.646,-125.854
0.031,0.406,-1.152,-94.727,-195.862,-122.437
0.015,0.322,-1.076,-92.957,-200.317,-121.094
0.023,0.245,-0.986,-93.201,-200.012,-121.521
0.057,0.185,-0.887,-94.788,-197.51,-123.413
0.097,0.129,-0.793,-96.069,-195.007,-125.671
0.119,0.09,-0.699,-96.497,-192.81,-127.441
0.147,0.062,-0.618,-97.961,-190.796,-127.93
0.186,0.047,-0.581,-100.159,-188.354,-126.953
0.2,0.047,-0.572,-101.624,-187.439,-124.39
0.199,0.043,-0.556,-101.013,-187.256,-122.498
0.192,0.04,-0.501,-100.159,-184.692,-119.69
0.211,0.02,-0.425,-101.685,-177.307,-114.99
0.253,0.007,-0.354,-105.469,-168.884,-109.009
0.288,-0.014,-0.274,-106.75,-163.147,-102.356
0.311,-0.04,-0.18,-105.225,-160.4,-94.666
0.35,-0.067,-0.092,-102.356,-159.18,-83.74
0.349,-0.077,-0.054,-99.365,-159.424,-70.984
0.358,-0.128,-0.018,-94.116,-159.79,-59.143
0.376,-0.186,-0.005,-87.341,-159.729,-48.706
0.398,-0.259,-0.002,-80.811,-159.363,-40.649
0.436,-0.335,-0.001,-75.378,-157.593,-36.133
0.502,-0.406,-0.006,-71.289,-152.71,-34.302
0.588,-0.469,-0.024,-68.481,-145.569,-34.79
0.709,-0.542,-0.061,-65.552,-137.695,-36.621
0.844,-0.622,-0.096,-61.523,-128.906,-39.429
0.948,-0.653,-0.151,-58.167,-118.652,-41.87
1.047,-0.652,-0.219,-55.359,-107.178,-43.091
1.104,-0.633,-0.278,-51.27,-95.276,-43.274
1.144,-0.608,-0.321,-44.678,-82.336,-41.199
1.158,-0.568,-0.35,-36.377,-68.665,-36.499
1.146,-0.533,-0.348,-25.635,-56.335,-29.602
1.118,-0.505,-0.332,-14.893,-42.908,-21.179
1.082,-0.483,-0.306,-7.141,-28.381,-12.451
1.044,-0.452,-0.276,-1.526,-14.648,-5.127
0.997,-0.414,-0.245,3.052,-3.479,0.854
0.948,-0.383,-0.223,6.47,5.615,4.7
0.902,-0.359,-0.194,8.24,12.878,6.714
0.858,-0.319,-0.175,8.606,18.433,8.606
0.838,-0.286,-0.167,8.972,23.193,9.888
0.816,-0.248,-0.165,8.972,25.879,11.292
0.789,-0.219,-0.163,9.583,26.733,13.611
0.767,-0.215,-0.165,9.766,26.245,16.113
0.743,-0.233,-0.169,10.132,24.475,17.883
0.717,-0.263,-0.193,10.498,21.118,18.738
0.708,-0.298,-0.226,11.292,17.883,17.639
0.712,-0.318,-0.278,11.658,15.259,14.893
0.737,-0.328,-0.335,11.597,13.672,10.864
0.756,-0.321,-0.388,10.864,12.512,7.202
0.779,-0.317,-0.43,10.742,12.634,4.333
0.813,-0.306,-0.474,11.23,15.015,3.113
0.849,-0.305,-0.5,11.963,17.09,3.174
0.871,-0.31,-0.515,13.489,18.066,4.089
0.893,-0.311,-0.519,15.686,18.921,6.531
0.913,-0.321,-0.515,18.005,19.531,9.033
0.931,-0.333,-0.512,20.569,19.897,11.353
0.949,-0.341,-0.513,22.4,20.02,13
0.97,-0.353,-0.526,23.743,19.592,12.573
0.954,-0.33,-0.541,24.048,18.738,12.146
0.953,-0.327,-0.556,24.658,19.47,11.23
0.955,-0.296,-0.557,25.452,21.606,11.353
0.946,-0.281,-0.546,26.306,23.926,10.803
0.936,-0.257,-0.529,26.001,25.94,10.376
0.924,-0.232,-0.508,25.635,28.076,10.864
0.928,-0.229,-0.496,25.818,29.785,11.108
0.916,-0.21,-0.487,25.024,28.931,11.536
0.887,-0.21,-0.471,24.475,26.672,11.475
0.876,-0.203,-0.471,24.109,26.184,11.536
0.872,-0.201,-0.477,22.888,26.428,10.925
0.857,-0.196,-0.481,21.179,26.428,9.155
0.851,-0.196,-0.484,18.982,27.1,7.507
0.845,-0.189,-0.494,16.541,29.053,5.798
0.863,-0.191,-0.5,14.282,31.25,4.333
0.863,-0.176,-0.501,11.902,32.776,3.601
0.862,-0.177,-0.496,9.888,33.691,4.089
0.854,-0.185,-0.495,9.338,33.447,5.249
0.847,-0.211,-0.488,10.925,33.081,6.287
0.848,-0.23,-0.487,12.512,32.898,8.24
0.842,-0.251,-0.485,12.817,33.508,11.23
0.848,-0.277,-0.482,12.939,35.583,14.16
0.841,-0.287,-0.474,13.245,37.903,17.334
0.839,-0.305,-0.474,14.648,41.382,19.653
0.824,-0.314,-0.474,17.029,44.8,22.095
0.796,-0.315,-0.472,19.47,47.485,24.658
0.785,-0.33,-0.467,22.583,51.514,26.367
0.778,-0.338,-0.459,25.024,56.396,26.978
0.779,-0.337,-0.443,26.794,60.73,27.039
0.787,-0.329,-0.427,28.503,65.552,27.344
0.803,-0.314,-0.417,30.457,70.862,28.381
0.805,-0.292,-0.412,33.142,76.05,30.823
0.806,-0.276,-0.412,36.072,81.055,33.691
0.792,-0.245,-0.422,38.513,86.06,37.048
0.764,-0.222,-0.427,41.138,90.393,40.344
0.728,-0.2,-0.437,43.64,94.666,44.067
0.691,-0.186,-0.438,45.654,99.487,47.424
0.671,-0.171,-0.439,46.814,104.98,50.232
0.658,-0.154,-0.443,46.753,110.657,52.551
0.633,-0.127,-0.456,46.326,114.502,54.749
-0.145,0.688,-1.257,16.968,17.029,-5.737
-0.122,0.714,-1.305,16.602,8.606,-9.888
-0.14,0.762,-1.369,16.052,-1.709,-14.893
-0.148,0.792,-1.44,16.113,-12.329,-21.729
-0.155,0.817,-1.509,15.442,-22.949,-29.236
-0.173,0.84,-1.566,13.184,-32.776,-35.156
-0.174,0.857,-1.634,10.803,-43.335,-39.429
-0.171,0.866,-1.684,11.23,-56.519,-42.725
-0.199,0.847,-1.717,10.559,-74.097,-46.875
-0.247,0.838,-1.776,8.484,-93.567,-51.453
-0.313,0.823,-1.823,6.042,-111.755,-59.875
-0.351,0.807,-1.857,1.16,-125.366,-72.144
-0.378,0.814,-1.878,-7.629,-134.705,-87.891
-0.385,0.825,-1.87,-19.348,-142.334,-104.309
-0.365,0.839,-1.826,-32.593,-150.269,-118.591
-0.338,0.82,-1.741,-44.189,-159.119,-128.967
-0.303,0.781,-1.628,-53.711,-168.701,-136.292
-0.269,0.736,-1.511,-61.768,-178.711,-141.357
-0.245,0.69,-1.407,-67.505,-189.758,-144.104
-0.237,0.65,-1.302,-72.021,-200.317,-145.874
-0.234,0.591,-1.172,-75.439,-208.191,-148.315
-0.233,0.539,-1.013,-78.735,-210.876,-151.367
-0.208,0.481,-0.865,-82.336,-209.106,-152.649
-0.198,0.446,-0.717,-85.266,-206.177,-153.015
-0.193,0.406,-0.57,-86.975,-203.308,-153.198
-0.179,0.356,-0.429,-88.684,-200.745,-150.574
-0.175,0.314,-0.302,-91.064,-197.205,-143.921
-0.165,0.265,-0.194,-92.712,-193.787,-134.644
-0.151,0.202,-0.098,-92.712,-191.956,-125
-0.151,0.12,-0.014,-91.309,-191.65,-115.479
-0.121,0.008,0.057,-87.708,-191.406,-107.361
-0.098,-0.071,0.116,-83.679,-190.979,-100.525
-0.038,-0.172,0.151,-80.872,-189.575,-96.497
0.043,-0.261,0.165,-78.43,-186.157,-94.482
0.145,-0.349,0.172,-76.782,-181.213,-93.872
0.274,-0.431,0.164,-75.012,-174.194,-95.642
0.419,-0.502,0.155,-72.632,-165.588,-96.924
0.582,-0.543,0.12,-71.106,-155.334,-96.619
0.738,-0.548,0.079,-70.129,-145.264,-94.36
0.863,-0.528,0.019,-68.176,-136.536,-89.6
0.956,-0.519,-0.038,-64.087,-128.845,-82.397
1.04,-0.504,-0.089,-59.021,-120.056,-73.608
1.097,-0.48,-0.137,-52.673,-110.596,-64.026
1.137,-0.46,-0.187,-45.959,-99.731,-55.359
1.167,-0.43,-0.238,-39.856,-86.67,-46.509
1.192,-0.396,-0.285,-33.142,-71.899,-37.537
1.194,-0.363,-0.316,-26.428,-57.617,-29.663
1.175,-0.333,-0.325,-19.531,-43.823,-23.315
1.153,-0.306,-0.319,-13.733,-28.625,-17.395
1.137,-0.28,-0.306,-9.827,-13.55,-10.803
1.123,-0.258,-0.287,-6.165,-0.549,-4.944
1.109,-0.239,-0.286,-3.296,9.949,0.977
1.067,-0.207,-0.309,-2.014,17.09,7.08
1.038,-0.184,-0.343,0.977,20.996,11.536
0.963,-0.145,-0.374,5.493,21.118,18.25
0.921,-0.15,-0.413,10.437,23.987,24.353
0.872,-0.148,-0.441,13.672,27.1,29.419
0.82,-0.157,-0.456,15.686,29.785,33.264
0.803,-0.18,-0.463,17.029,34.241,35.522
0.806,-0.199,-0.456,18.005,37.537,35.95
0.8,-0.222,-0.435,18.86,37.659,32.837
0.805,-0.25,-0.429,19.409,35.095,25.574
0.798,-0.233,-0.446,19.104,31.433,18.494
0.803,-0.213,-0.489,18.127,28.381,11.169
0.814,-0.183,-0.536,17.944,25.391,4.578
0.82,-0.156,-0.572,18.555,21.973,-0.244
0.83,-0.136,-0.606,20.02,19.897,-2.808
0.838,-0.12,-0.636,21.851,19.043,-3.906
0.849,-0.112,-0.643,23.254,18.677,-4.333
0.857,-0.103,-0.644,23.315,18.494,-3.662
0.85,-0.095,-0.634,23.132,17.761,-2.441
0.846,-0.091,-0.62,23.743,17.212,-0.854
0.842,-0.085,-0.598,24.109,16.846,0.488
0.853,-0.092,-0.587,23.376,16.479,1.221
0.847,-0.083,-0.571,21.667,14.648,1.404
0.849,-0.085,-0.565,19.958,13.367,1.404
0.851,-0.085,-0.564,18.677,12.512,0.916
0.855,-0.088,-0.567,17.944,12.146,0.488
0.879,-0.105,-0.571,17.517,12.085,-0.183
0.871,-0.103,-0.574,16.541,10.925,-0.244
0.873,-0.118,-0.582,16.174,10.132,-0.305
0.876,-0.127,-0.586,15.564,10.193,-0.244
0.88,-0.133,-0.59,14.954,10.742,0
0.878,-0.137,-0.578,14.587,12.207,0.122
0.856,-0.146,-0.569,13.733,14.099,0.916
0.899,-0.137,-0.561,11.292,17.517,3.479
0.88,-0.13,-0.569,10.01,19.409,2.991
0.877,-0.153,-0.555,10.376,18.494,2.014
0.871,-0.162,-0.542,10.742,18.86,2.869
0.872,-0.179,-0.54,10.803,19.653,3.784
0.868,-0.183,-0.546,11.597,19.958,4.639
0.855,-0.187,-0.552,12.024,20.386,4.761
0.845,-0.188,-0.553,12.573,22.4,4.333
0.848,-0.182,-0.552,12.817,25.574,4.272
0.846,-0.166,-0.541,12.512,28.809,5.005
0.849,-0.152,-0.539,13.55,32.532,7.08
0.842,-0.149,-0.533,15.381,35.339,9.949
0.826,-0.166,-0.52,17.517,36.438,12.146
0.805,-0.185,-0.501,20.203,36.804,13.672
0.788,-0.188,-0.492,21.729,37.72,15.564
0.779,-0.184,-0.495,23.01,39.307,16.785
0.763,-0.177,-0.502,24.109,41.138,16.602
0.759,-0.169,-0.507,25.391,43.579,16.235
0.76,-0.151,-0.503,26.001,47.302,16.785
0.761,-0.124,-0.499,26.123,51.208,18.677
0.761,-0.102,-0.49,26.367,54.443,21.118
0.756,-0.079,-0.489,26.855,57.312,24.353
0.752,-0.066,-0.489,27.527,59.387,27.893
0.729,-0.054,-0.498,28.381,60.608,31.677
0.699,-0.044,-0.517,29.907,61.218,35.767
0.669,-0.052,-0.53,32.41,61.829,39.978
0.644,-0.07,-0.535,35.461,63.11,43.762
0.627,-0.088,-0.525,37.292,65.43,47.119
0.616,-0.098,-0.514,38.147,68.115,49.133
0.612,-0.101,-0.499,38.391,71.106,49.805
0.615,-0.086,-0.499,37.598,74.402,49.438
0.6,-0.055,-0.522,37.17,77.148,48.645
0.567,-0.022,-0.554,38.086,77.759,48.035
0.528,-0.002,-0.585,40.466,77.698,48.096
-0.215,0.624,-1.189,31.372,46.326,47.363
-0.217,0.624,-1.2,29.907,42.847,40.466
-0.214,0.623,-1.201,28.625,40.039,31.86
-0.195,0.632,-1.2,26.245,36.682,22.827
-0.169,0.661,-1.215,23.254,32.532,14.282
-0.159,0.702,-1.24,19.897,27.161,6.348
-0.143,0.723,-1.254,18.127,21.362,-0.854
-0.122,0.745,-1.264,16.602,16.418,-6.958
-0.107,0.764,-1.277,13.855,11.414,-12.085
-0.097,0.766,-1.286,11.536,5.798,-16.174
-0.088,0.781,-1.298,9.949,-0.488,-19.47
-0.098,0.768,-1.306,8.85,-7.263,-21.423
-0.111,0.751,-1.306,8.118,-13.184,-23.743
-0.121,0.729,-1.293,7.019,-17.944,-27.161
-0.124,0.712,-1.276,4.395,-21.912,-32.104
-0.129,0.712,-1.262,0.366,-26.001,-37.781
-0.129,0.723,-1.252,-3.479,-30.945,-44.128
-0.13,0.741,-1.254,-7.507,-36.743,-50.354
-0.146,0.765,-1.269,-11.292,-43.274,-55.664
-0.174,0.775,-1.282,-14.16,-50.72,-59.814
-0.202,0.78,-1.282,-15.991,-57.617,-63.904
-0.231,0.79,-1.266,-19.47,-63.538,-68.665
-0.236,0.789,-1.24,-24.109,-68.115,-74.341
-0.23,0.793,-1.212,-29.785,-73.181,-80.811
-0.222,0.798,-1.191,-35.156,-79.651,-87.341
-0.219,0.795,-1.177,-39.795,-87.585,-92.896
-0.212,0.783,-1.184,-44.128,-96.619,-98.45
-0.209,0.77,-1.186,-48.584,-105.591,-104.431
-0.197,0.746,-1.179,-54.077,-112.854,-110.901
-0.182,0.743,-1.162,-60.913,-118.164,-117.432
-0.185,0.736,-1.127,-68.237,-122.62,-123.23
-0.166,0.7,-1.067,-74.524,-127.502,-127.808
-0.122,0.663,-1.016,-80.444,-132.874,-130.554
-0.069,0.618,-0.984,-86.06,-140.625,-131.592
-0.021,0.575,-0.957,-90.759,-150.024,-131.531
0.011,0.515,-0.921,-94.727,-159.79,-129.639
0.037,0.45,-0.898,-97.473,-167.969,-125.427
0.06,0.372,-0.881,-98.511,-175.049,-120.361
0.084,0.286,-0.853,-97.595,-180.115,-117.065
0.102,0.212,-0.814,-96.741,-182.129,-115.967
0.117,0.152,-0.762,-97.046,-180.969,-116.699
0.154,0.102,-0.706,-98.328,-177.368,-118.835
0.192,0.062,-0.658,-100.098,-172.913,-120.667
0.229,0.037,-0.618,-100.952,-169.678,-121.338
0.246,0.019,-0.589,-100.464,-167.419,-120.3
0.243,0.001,-0.542,-98.083,-166.26,-118.347
0.234,-0.022,-0.473,-94.055,-164.001,-115.967
0.242,-0.043,-0.376,-89.722,-158.875,-113.098
0.278,-0.1,-0.312,-86.487,-151.978,-109.619
0.311,-0.119,-0.235,-85.632,-147.217,-105.347
0.374,-0.15,-0.188,-85.571,-143.616,-102.539
0.41,-0.17,-0.15,-85.266,-142.517,-100.647
0.458,-0.188,-0.111,-83.557,-142.334,-99.487
0.525,-0.236,-0.111,-81.543,-140.93,-98.389
0.588,-0.244,-0.123,-80.75,-139.709,-95.337
0.643,-0.278,-0.147,-78.491,-138.123,-91.553
0.699,-0.31,-0.164,-74.707,-135.193,-85.327
0.748,-0.342,-0.166,-70.618,-131.042,-77.148
0.792,-0.384,-0.17,-65.918,-126.038,-69.275
0.818,-0.421,-0.185,-60.791,-119.629,-60.791
0.879,-0.482,-0.215,-54.749,-111.328,-51.025
0.921,-0.519,-0.246,-48.218,-102.722,-41.626
0.936,-0.566,-0.27,-41.809,-93.872,-35.095
0.946,-0.597,-0.286,-36.316,-83.313,-30.334
0.954,-0.607,-0.294,-32.41,-71.35,-26.489
0.969,-0.608,-0.297,-28.564,-58.655,-23.56
0.991,-0.589,-0.301,-25.452,-46.448,-20.325
0.993,-0.561,-0.292,-22.034,-35.767,-16.663
0.997,-0.543,-0.286,-17.822,-25.818,-13.611
0.991,-0.508,-0.28,-14.099,-16.663,-10.071
0.967,-0.477,-0.276,-10.132,-8.362,-6.653
0.948,-0.447,-0.271,-6.042,-0.488,-3.174
0.943,-0.427,-0.261,-2.38,6.653,0.671
0.925,-0.407,-0.248,0.488,12.207,5.371
0.899,-0.399,-0.246,2.319,16.541,10.437
0.887,-0.403,-0.261,5.188,20.691,14.771
0.868,-0.403,-0.278,9.155,22.4,18.311
0.841,-0.41,-0.302,13.55,22.949,20.264
0.812,-0.422,-0.338,16.724,23.071,20.752
0.778,-0.423,-0.368,18.616,24.231,19.409
0.76,-0.412,-0.404,17.639,27.71,15.381
0.756,-0.384,-0.44,13.916,32.837,10.681
0.776,-0.34,-0.477,9.888,38.757,6.592
0.797,-0.283,-0.518,6.165,44.128,4.883
0.855,-0.28,-0.532,6.775,47.485,6.226
0.874,-0.25,-0.543,10.864,48.34,12.695
0.897,-0.266,-0.535,15.991,46.631,20.264
0.909,-0.288,-0.531,21.057,43.762,28.687
0.901,-0.308,-0.53,25.391,39.978,36.743
0.878,-0.331,-0.541,29.114,36.499,41.321
0.877,-0.338,-0.553,31.494,35.156,43.457
0.862,-0.348,-0.564,32.288,35.095,41.809
0.848,-0.337,-0.562,31.25,36.743,38.513
0.848,-0.323,-0.556,28.992,41.504,35.278
0.863,-0.298,-0.541,26.733,47.791,31.555
0.897,-0.26,-0.517,25.452,53.467,27.893
0.914,-0.233,-0.493,24.902,57.068,24.17
0.929,-0.196,-0.471,24.78,58.105,22.827
0.937,-0.156,-0.475,26.001,57.556,24.902
0.923,-0.13,-0.49,28.992,55.359,28.931
0.896,-0.109,-0.508,32.593,53.467,33.997
0.866,-0.105,-0.523,35.339,54.443,39.612
0.843,-0.101,-0.524,36.804,58.594,45.41
0.816,-0.096,-0.528,37.17,64.331,51.025
0.787,-0.094,-0.528,37.048,70.496,55.42
0.759,-0.094,-0.508,37.598,76.172,58.472
0.751,-0.101,-0.484,37.17,82.153,61.279
0.75,-0.108,-0.453,36.377,86.426,63.538
0.754,-0.107,-0.432,35.4,88.684,65.125
0.741,-0.098,-0.449,34.241,88.867,65.674
0.701,-0.082,-0.483,34.546,85.999,65.674
0.649,-0.081,-0.516,37.354,81.543,65.918
0.599,-0.083,-0.544,40.894,78.735,67.505
0.556,-0.086,-0.564,42.664,77.698,70.19
0.532,-0.088,-0.584,43.213,78.979,71.899
0.519,-0.079,-0.59,42.664,81.97,71.716
0.524,-0.05,-0.593,39.917,86.792,70.374
0.529,0,-0.612,35.645,92.163,68.115
0.513,0.046,-0.64,32.959,95.52,65.735
-0.645,0.565,-0.856,2.625,0.061,-4.272
-0.628,0.561,-0.847,1.404,2.502,-5.31
-0.599,0.537,-0.81,1.709,6.897,-4.517
-0.562,0.512,-0.772,2.441,11.475,-2.625
-0.536,0.493,-0.747,3.479,13.611,-1.038
-0.515,0.467,-0.716,4.578,13.611,-0.916
-0.503,0.447,-0.695,5.798,11.902,-1.587
-0.504,0.435,-0.675,5.798,8.911,-2.441
-0.508,0.428,-0.666,5.432,6.287,-2.869
-0.507,0.43,-0.674,5.432,4.395,-2.686
-0.508,0.434,-0.684,6.165,2.075,-2.014
-0.518,0.438,-0.698,8.057,0.427,-1.099
-0.532,0.435,-0.704,9.949,-0.488,-0.671
-0.542,0.435,-0.707,11.047,-0.305,-0.366
-0.558,0.442,-0.714,11.108,0.916,0
-0.577,0.46,-0.728,10.071,2.075,-0.244
-0.6,0.486,-0.747,8.179,2.136,-2.258
-0.617,0.511,-0.768,5.554,1.16,-5.005
-0.626,0.53,-0.779,3.113,1.282,-7.08
-0.61,0.535,-0.782,1.16,3.174,-8.484
-0.583,0.53,-0.769,-0.549,5.92,-8.423
-0.552,0.519,-0.749,-1.221,8.545,-7.141
-0.518,0.502,-0.728,-1.038,10.254,-5.615
-0.5,0.496,-0.716,-0.488,10.132,-4.333
-0.488,0.487,-0.711,0.183,8.301,-3.113
-0.479,0.473,-0.704,1.282,5.92,-1.953
-0.484,0.465,-0.71,1.648,2.808,-0.732
-0.496,0.472,-0.723,2.258,-0.122,0.488
-0.503,0.475,-0.745,3.784,-1.892,2.136
-0.518,0.478,-0.766,5.798,-3.052,3.662
-0.537,0.481,-0.782,7.751,-3.296,5.066
-0.55,0.477,-0.789,9.155,-2.197,6.104
-0.561,0.473,-0.794,10.071,-0.061,7.141
-0.567,0.469,-0.793,10.742,2.563,7.812
-0.57,0.465,-0.782,10.986,5.554,8.179
-0.563,0.46,-0.767,11.108,8.606,7.874
-0.558,0.459,-0.75,11.292,11.047,7.202
-0.564,0.458,-0.734,11.536,12.085,6.348
-0.57,0.456,-0.719,12.024,12.573,5.31
-0.572,0.466,-0.7,11.658,12.634,3.662
-0.574,0.479,-0.691,10.193,12.512,2.38
-0.577,0.49,-0.681,8.972,11.353,1.038
-0.579,0.5,-0.672,8.85,9.949,-0.305
-0.578,0.507,-0.668,8.118,8.606,-1.648
-0.579,0.519,-0.666,6.897,7.507,-2.319
-0.576,0.533,-0.668,5.981,6.409,-3.052
-0.581,0.547,-0.674,5.188,5.371,-3.723
-0.581,0.56,-0.675,5.066,4.761,-3.967
-0.579,0.57,-0.676,4.944,4.883,-3.357
-0.577,0.577,-0.68,5.127,4.944,-2.258
-0.574,0.578,-0.677,5.981,5.371,-0.854
-0.567,0.571,-0.662,6.47,5.737,0.366
-0.563,0.567,-0.647,6.348,5.981,1.587
-0.56,0.561,-0.641,5.676,5.493,2.625
-0.562,0.552,-0.637,5.249,4.333,3.235
-0.569,0.547,-0.64,5.066,2.93,3.418
