aX,aY,aZ,gX,gY,gZ
1.337,0.02,-0.032,-154.175,-44.617,-151.367
1.366,0.139,-0.237,-130.92,-58.105,-108.582
1.302,0.126,-0.426,-104.126,-73.914,-65.43
1.151,0.028,-0.593,-78.43,-87.219,-27.832
0.973,-0.123,-0.721,-58.472,-92.957,-0.244
0.848,-0.259,-0.818,-47.485,-87.158,18.799
0.774,-0.346,-0.889,-45.471,-73.303,32.288
0.719,-0.405,-0.905,-44.617,-57.251,39.734
0.697,-0.456,-0.871,-42.297,-42.542,42.664
0.685,-0.476,-0.823,-39.246,-31.494,42.114
0.671,-0.467,-0.771,-36.987,-25.33,40.1
0.666,-0.449,-0.742,-34.485,-22.644,38.269
0.668,-0.414,-0.734,-29.663,-22.644,37.048
0.645,-0.386,-0.728,-23.193,-25.635,36.499
0.623,-0.369,-0.72,-15.137,-28.687,34.363
0.6,-0.361,-0.716,-8.362,-30.151,30.334
0.587,-0.346,-0.715,-3.845,-29.663,23.499
0.592,-0.306,-0.716,-1.404,-26.672,14.404
0.62,-0.236,-0.728,-1.282,-21.912,5.371
0.65,-0.115,-0.757,-1.587,-16.418,-1.709
0.674,-0.021,-0.764,0.305,-10.681,-5.31
0.738,0.021,-0.721,4.272,-3.906,-7.996
0.754,0.067,-0.639,6.714,-1.77,-8.362
0.77,0.13,-0.615,8.911,1.343,-4.578
0.819,0.163,-0.614,12.512,4.333,0.671
0.81,0.186,-0.605,16.418,1.099,5.371
0.756,0.178,-0.606,20.142,-2.808,9.888
0.74,0.152,-0.621,21.118,-2.93,12.146
0.715,0.128,-0.629,18.25,-2.38,11.536
0.679,0.133,-0.644,13.55,-1.099,10.01
0.688,0.14,-0.659,10.01,2.869,7.996
0.709,0.161,-0.674,6.836,6.409,6.531
0.705,0.182,-0.695,3.906,7.202,6.592
0.7,0.189,-0.711,3.174,6.958,7.996
0.689,0.171,-0.719,3.967,5.493,10.254
0.68,0.145,-0.733,4.639,4.272,12.085
0.677,0.125,-0.758,4.761,3.662,12.817
0.665,0.123,-0.788,4.15,2.991,13
0.645,0.127,-0.824,2.686,2.869,12.756
0.636,0.128,-0.855,1.404,4.944,11.902
0.628,0.12,-0.872,0.366,7.385,9.888
0.624,0.112,-0.871,-1.221,9.949,7.568
0.638,0.102,-0.862,-3.174,12.146,5.92
0.654,0.097,-0.851,-4.395,12.695,4.761
0.659,0.094,-0.848,-4.028,11.292,4.395
0.656,0.08,-0.849,-2.93,8.85,4.639
0.649,0.067,-0.855,-1.648,5.981,5.371
0.632,0.054,-0.861,-0.427,3.662,6.47
0.619,0.041,-0.866,0.244,2.441,6.958
0.609,0.027,-0.871,0.244,2.747,7.08
0.624,0.03,-0.862,0.427,3.784,6.897
0.643,0.009,-0.847,0.977,4.883,6.042
0.636,0.006,-0.822,0.854,3.662,3.723
0.632,0.014,-0.82,1.343,3.235,3.235
0.653,0.01,-0.819,2.808,4.089,2.014
0.647,0.012,-0.806,3.723,3.174,0.488
0.64,0.01,-0.798,5.127,3.113,-0.854
0.651,0.015,-0.792,6.531,5.066,-2.014
0.642,0.03,-0.779,7.202,6.042,-3.113
0.656,0.03,-0.768,7.629,7.446,-3.967
0.666,0.058,-0.771,8.057,9.094,-3.357
0.67,0.058,-0.77,8.728,8.911,-2.563
0.667,0.064,-0.765,9.766,7.996,-1.465
0.667,0.045,-0.76,11.23,7.751,-0.61
0.658,0.033,-0.746,11.841,6.958,0.305
0.641,0.031,-0.733,11.23,6.287,0.427
0.642,0.032,-0.737,10.254,6.653,-0.305
0.637,0.042,-0.75,10.193,6.958,-1.16
0.625,0.058,-0.764,10.193,6.348,-2.197
0.616,0.074,-0.781,10.376,6.775,-1.892
0.614,0.086,-0.8,10.437,8.179,0
0.605,0.088,-0.805,11.536,9.46,2.136
0.598,0.076,-0.799,12.573,10.071,3.967
0.594,0.067,-0.797,13.123,10.559,5.859
0.59,0.059,-0.8,13.55,11.108,6.775
0.586,0.053,-0.797,13.977,11.475,5.981
0.589,0.052,-0.794,14.038,12.085,5.066
0.596,0.063,-0.797,13.245,12.634,4.456
0.591,0.083,-0.804,12.695,12.39,4.333
0.594,0.095,-0.813,13.672,12.146,4.028
0.601,0.095,-0.822,14.954,12.024,4.456
0.601,0.099,-0.833,15.991,11.597,5.554
0.595,0.096,-0.843,16.785,11.475,6.653
0.589,0.096,-0.856,17.7,12.024,7.263
0.582,0.102,-0.856,18.005,13.062,6.958
0.588,0.111,-0.856,17.7,14.648,6.47
0.596,0.12,-0.849,17.029,16.235,6.104
0.605,0.124,-0.837,16.296,16.785,5.615
0.606,0.137,-0.835,16.235,16.357,6.409
0.615,0.138,-0.824,16.968,15.686,7.08
0.614,0.14,-0.822,17.029,14.221,7.812
-0.076,1.377,-1.021,33.569,-11.047,-15.442
-0.053,1.665,-1.12,26.123,-16.235,-28.198
0,1.937,-1.24,11.536,-22.949,-50.049
0.018,2.272,-1.367,-9.583,-32.471,-82.031
0.054,2.608,-1.553,-36.621,-39.307,-120.911
0.111,2.924,-1.757,-70.984,-46.082,-162.72
0.158,3.189,-1.95,-109.802,-55.054,-201.538
0.216,3.342,-2.101,-147.949,-61.89,-229.553
0.238,3.357,-2.14,-181.824,-65.43,-244.141
0.258,3.271,-1.995,-210.327,-66.528,-248.108
0.26,3.125,-1.782,-238.892,-67.017,-240.723
0.228,2.908,-1.581,-267.09,-70.374,-220.337
0.128,2.623,-1.366,-285.278,-80.75,-193.726
-0.066,2.274,-1.103,-292.725,-96.436,-169.617
-0.333,1.918,-0.806,-297.546,-111.633,-147.766
-0.619,1.518,-0.484,-301.88,-121.948,-123.657
-0.844,1.107,-0.177,-302.124,-127.197,-100.098
-1.026,0.708,0.086,-296.936,-133.301,-80.2
-1.22,0.342,0.329,-284.119,-142.944,-62.195
-1.372,-0.055,0.59,-262.756,-152.222,-44.128
-1.41,-0.488,0.832,-232.971,-156.067,-24.414
-1.304,-0.9,1.004,-197.266,-153.809,-6.348
-1.115,-1.243,1.083,-160.889,-147.583,2.319
-0.9,-1.41,1.119,-127.38,-141.724,-0.977
-0.586,-1.501,1.165,-102.478,-128.296,-17.639
-0.233,-1.54,1.248,-94.299,-105.225,-40.527
0.141,-1.463,1.229,-100.891,-81.97,-61.035
0.495,-1.261,1.073,-109.619,-67.688,-76.66
0.739,-1.009,0.841,-111.267,-65.674,-85.388
0.872,-0.779,0.559,-103.577,-70.557,-84.656
0.924,-0.553,0.228,-90.454,-72.327,-75.562
0.929,-0.382,-0.068,-80.2,-67.322,-59.448
0.948,-0.25,-0.277,-72.815,-53.894,-39.307
0.952,-0.161,-0.402,-65.491,-36.987,-15.564
0.982,-0.145,-0.415,-58.899,-23.254,10.315
0.997,-0.16,-0.447,-53.162,-14.709,36.255
0.973,-0.21,-0.494,-46.265,-14.221,58.594
0.926,-0.283,-0.563,-38.94,-18.677,73.425
0.865,-0.333,-0.679,-35.156,-23.682,82.397
0.817,-0.368,-0.822,-34.058,-25.879,88.196
0.774,-0.392,-0.944,-31.494,-24.841,91.797
0.726,-0.403,-1.017,-25.757,-21.423,92.041
0.697,-0.422,-1.028,-19.409,-15.686,89.355
0.693,-0.442,-0.995,-13.794,-7.568,85.083
0.709,-0.445,-0.949,-8.789,-0.122,78.979
0.742,-0.436,-0.911,-4.578,4.333,69.58
0.752,-0.377,-0.901,-1.465,4.333,57.068
0.76,-0.285,-0.914,2.014,2.38,42.969
0.767,-0.17,-0.903,5.066,3.113,30.701
0.796,-0.079,-0.907,5.859,5.493,20.081
0.814,-0.036,-0.856,6.104,6.165,7.935
0.822,0.059,-0.823,5.615,4.822,-0.244
0.829,0.192,-0.849,7.324,6.714,-0.488
0.88,0.275,-0.879,11.108,10.315,2.38
0.889,0.308,-0.856,15.564,10.498,6.714
0.868,0.31,-0.825,19.226,10.376,12.451
0.857,0.28,-0.8,22.034,12.329,16.724
0.849,0.244,-0.771,21.973,13.916,18.433
0.822,0.216,-0.741,19.897,14.099,16.968
0.801,0.202,-0.727,17.334,14.709,13.489
0.795,0.193,-0.725,14.526,15.381,9.338
0.783,0.194,-0.732,11.536,14.221,4.7
0.769,0.192,-0.744,9.338,12.207,0.549
0.758,0.188,-0.755,8.118,9.888,-2.136
0.743,0.185,-0.759,7.263,6.653,-3.723
0.724,0.174,-0.771,7.019,4.089,-3.967
0.714,0.153,-0.782,7.202,2.38,-2.869
0.689,0.132,-0.792,7.629,-0.061,-1.465
0.671,0.105,-0.804,7.812,-0.732,-0.488
0.663,0.081,-0.819,8.057,0.061,0.305
0.647,0.058,-0.83,7.141,0.854,0.244
0.637,0.039,-0.839,5.859,2.136,-0.183
0.63,0.021,-0.841,5.127,4.089,-1.16
0.63,0.005,-0.825,5.066,5.859,-2.136
0.635,-0.005,-0.797,4.944,7.568,-2.869
0.648,-0.009,-0.775,3.906,8.667,-3.296
0.648,-0.01,-0.757,3.54,8.057,-3.967
0.639,-0.014,-0.745,4.15,6.775,-4.333
0.644,-0.009,-0.749,4.456,6.348,-4.333
0.636,-0.004,-0.755,4.395,5.92,-4.639
0.649,-0.001,-0.768,4.089,6.409,-3.967
0.66,0.013,-0.765,4.639,6.409,-3.357
0.67,0.002,-0.757,5.92,6.775,-2.563
0.67,0,-0.736,6.287,6.287,-2.991
0.667,0.011,-0.738,6.531,7.08,-1.892
0.692,0.008,-0.743,6.653,9.094,-2.258
0.7,0.015,-0.743,5.432,9.644,-3.052
0.693,0.023,-0.749,5.188,10.193,-4.15
0.708,0.036,-0.764,5.615,12.085,-4.028
0.712,0.048,-0.764,6.287,12.512,-3.784
0.7,0.056,-0.769,7.568,12.085,-2.38
0.685,0.053,-0.768,10.132,12.024,-0.427
0.687,0.047,-0.768,12.329,12.756,1.526
0.676,0.042,-0.764,12.756,12.695,2.808
0.654,0.032,-0.755,12.146,12.329,1.709
0.652,0.03,-0.743,11.169,13.123,0.061
0.655,0.031,-0.733,9.216,13.672,-1.709
0.667,0.045,-0.733,7.874,13.672,-2.808
0.674,0.056,-0.738,7.629,12.817,-2.93
0.672,0.061,-0.754,7.935,10.925,-2.319
0.656,0.063,-0.776,9.338,9.155,-1.038
0.639,0.061,-0.797,11.108,8.85,0.305
0.626,0.055,-0.809,12.146,9.521,1.526
0.622,0.047,-0.816,12.024,11.108,1.709
0.621,0.05,-0.82,10.986,13.306,1.892
0.619,0.062,-0.822,9.949,15.625,1.953
0.627,0.064,-0.813,9.399,17.639,1.343
0.636,0.063,-0.796,9.46,19.287,0.916
0.641,0.064,-0.783,9.46,19.836,0.977
0.648,0.073,-0.779,9.46,19.47,1.587
0.648,0.083,-0.78,10.132,17.944,2.747
0.641,0.09,-0.782,11.169,15.93,4.211
0.627,0.089,-0.796,12.573,14.587,6.226
0.614,0.082,-0.811,14.099,13.916,7.996
0.597,0.075,-0.819,14.648,14.221,9.155
0.586,0.073,-0.818,14.099,15.32,9.46
0.585,0.081,-0.812,12.573,17.212,9.521
0.589,0.099,-0.798,10.803,19.104,9.277
0.597,0.117,-0.789,9.644,20.508,9.827
-0.29,1.339,-0.575,26.367,6.47,42.236
-0.375,1.467,-0.631,24.109,-3.235,33.875
-0.487,1.618,-0.72,18.25,-15.503,20.63
-0.566,1.804,-0.831,8.423,-28.503,-0.916
-0.661,2.002,-0.997,-7.263,-41.687,-35.156
-0.692,2.265,-1.198,-31.372,-53.528,-81.97
-0.694,2.572,-1.429,-64.331,-62.073,-136.414
-0.601,2.877,-1.664,-100.403,-68.176,-187.622
-0.508,3.134,-1.916,-132.996,-75.806,-225.952
-0.479,3.319,-2.077,-159.302,-87.341,-248.474
-0.528,3.356,-2.07,-177.734,-100.403,-253.723
-0.545,3.202,-1.888,-188.965,-108.276,-243.469
-0.588,2.917,-1.56,-199.89,-111.633,-223.694
-0.656,2.578,-1.211,-214.172,-117.92,-203.125
-0.776,2.238,-0.849,-227.783,-130.432,-189.636
-0.924,1.883,-0.502,-238.831,-144.775,-186.584
-1.051,1.529,-0.237,-250.671,-157.471,-189.636
-1.182,1.201,-0.052,-260.01,-168.823,-194.58
-1.292,0.913,0.084,-261.597,-176.27,-199.89
-1.334,0.61,0.233,-255.31,-175.659,-201.172
-1.312,0.314,0.4,-244.934,-167.847,-196.716
-1.247,0.035,0.564,-232.971,-156.921,-188.721
-1.133,-0.196,0.709,-220.337,-147.461,-179.26
-0.961,-0.373,0.792,-206.604,-141.357,-171.143
-0.755,-0.519,0.802,-192.078,-138.062,-163.452
-0.527,-0.618,0.762,-177.063,-136.414,-152.893
-0.312,-0.706,0.71,-160.95,-137.878,-139.709
-0.132,-0.794,0.601,-144.958,-139.771,-126.343
0.04,-0.889,0.5,-129.578,-139.038,-114.136
0.232,-0.971,0.386,-116.15,-136.23,-104.98
0.378,-0.992,0.235,-106.079,-132.751,-97.351
0.481,-0.975,0.078,-97.717,-128.784,-90.21
0.56,-0.914,-0.037,-87.83,-121.46,-82.825
0.653,-0.843,-0.14,-79.102,-110.352,-74.89
0.729,-0.735,-0.222,-73.608,-98.633,-64.636
0.794,-0.627,-0.284,-68.787,-88.013,-54.138
0.846,-0.525,-0.345,-63.11,-78.918,-43.701
0.874,-0.442,-0.409,-55.603,-71.716,-32.227
0.878,-0.368,-0.431,-46.326,-65.369,-21.79
0.861,-0.318,-0.438,-39.185,-58.96,-10.986
0.839,-0.277,-0.44,-33.325,-52.185,1.892
0.826,-0.238,-0.452,-28.32,-44.983,15.198
0.802,-0.176,-0.499,-25.269,-38.94,25.94
0.77,-0.151,-0.558,-22.705,-35.339,34.973
0.756,-0.136,-0.607,-17.761,-29.419,41.748
0.764,-0.137,-0.623,-13.55,-22.034,44.983
0.773,-0.127,-0.618,-10.986,-13.733,45.715
0.781,-0.107,-0.602,-9.827,-6.409,43.518
0.818,-0.075,-0.598,-9.094,-0.122,39.612
0.846,-0.034,-0.591,-8.972,2.93,34.058
0.871,0.025,-0.628,-8.85,4.7,28.442
0.882,0.091,-0.679,-9.094,5.371,25.635
0.919,0.124,-0.735,-8.789,6.287,23.132
0.931,0.147,-0.757,-6.531,2.563,21.301
0.927,0.191,-0.806,-1.221,1.648,23.499
0.931,0.19,-0.842,5.188,3.357,27.832
0.931,0.183,-0.861,9.277,4.761,31.433
0.877,0.163,-0.869,12.024,4.333,33.142
0.837,0.141,-0.872,14.832,7.202,31.311
0.829,0.126,-0.864,14.771,11.902,26.917
0.8,0.138,-0.845,12.085,14.709,21.118
0.787,0.165,-0.834,9.46,17.761,15.503
0.785,0.196,-0.821,8.301,19.897,11.719
0.772,0.216,-0.799,9.399,19.531,9.46
0.756,0.218,-0.781,11.963,17.883,7.935
0.747,0.213,-0.77,13.184,15.991,7.263
0.724,0.214,-0.76,12.695,12.817,6.714
0.695,0.218,-0.752,11.902,10.01,5.737
0.687,0.215,-0.749,12.268,8.911,5.066
0.681,0.216,-0.746,11.963,7.935,4.7
0.667,0.215,-0.748,11.597,6.958,5.127
0.651,0.204,-0.753,10.925,6.653,6.348
0.636,0.181,-0.757,10.01,6.653,6.348
0.624,0.151,-0.759,8.606,7.324,5.005
0.625,0.131,-0.754,6.348,8.484,2.93
0.625,0.115,-0.753,4.15,9.521,-0.061
0.625,0.1,-0.742,2.563,9.277,-3.418
0.637,0.084,-0.733,1.892,8.911,-6.531
0.639,0.078,-0.739,0.366,7.996,-8.972
0.638,0.083,-0.758,-1.892,6.714,-10.315
0.637,0.095,-0.78,-2.93,6.287,-11.169
0.65,0.108,-0.789,-2.808,6.653,-11.353
0.671,0.119,-0.798,-2.808,7.507,-9.399
0.679,0.122,-0.8,-2.38,7.263,-6.104
0.675,0.115,-0.791,-0.61,5.737,-2.991
0.67,0.096,-0.784,1.526,4.639,0.671
0.665,0.077,-0.781,3.235,3.906,3.052
0.646,0.056,-0.767,3.845,3.845,4.211
0.664,0.04,-0.754,3.113,4.517,3.601
0.657,0.049,-0.762,2.258,5.249,2.93
0.67,0.055,-0.76,1.709,5.249,1.343
0.67,0.068,-0.747,1.221,4.517,-0.366
0.671,0.083,-0.747,0.977,4.578,-1.038
0.687,0.088,-0.75,1.892,4.822,-0.732
0.677,0.087,-0.741,3.357,3.235,-0.61
0.659,0.088,-0.742,4.211,2.136,0.549
0.661,0.086,-0.748,4.944,2.38,1.77
0.653,0.085,-0.746,5.737,2.686,2.319
0.646,0.085,-0.744,6.714,3.601,2.686
0.644,0.079,-0.738,7.446,5.005,2.197
0.65,0.088,-0.726,7.324,6.226,1.526
0.663,0.105,-0.719,6.653,7.507,1.16
0.67,0.116,-0.711,6.287,8.606,1.221
0.692,0.117,-0.708,6.104,9.399,1.648
0.702,0.112,-0.706,6.104,9.155,2.319
0.711,0.111,-0.711,6.226,8.179,3.418
0.71,0.102,-0.721,6.592,7.507,3.784
0.715,0.1,-0.731,6.775,7.141,3.784
0.712,0.1,-0.741,6.531,7.263,3.113
0.706,0.108,-0.753,5.188,8.85,2.625
0.712,0.125,-0.773,3.662,11.841,2.686
0.716,0.149,-0.792,2.38,14.526,2.991
0.713,0.17,-0.801,2.014,16.907,4.517
0.708,0.175,-0.807,2.441,18.677,6.836
0.702,0.165,-0.802,4.333,20.325,10.071
0.698,0.146,-0.778,6.47,21.973,12.939
0.703,0.115,-0.779,7.446,23.437,15.869
0.685,0.104,-0.772,7.507,23.499,18.433
0.672,0.086,-0.774,8.118,23.987,19.653
-0.469,1.096,-0.66,5.31,41.565,13.611
-0.487,1.223,-0.745,0.854,38.513,5.432
-0.542,1.402,-0.857,-4.822,34.18,-1.221
-0.575,1.539,-0.961,-9.949,27.527,-10.376
-0.668,1.702,-1.036,-19.348,17.273,-26.184
-0.749,1.908,-1.15,-33.936,8.179,-47.424
-0.76,2.163,-1.319,-55.786,-2.319,-74.768
-0.794,2.409,-1.501,-81.787,-22.095,-109.68
-0.798,2.727,-1.712,-110.046,-47.852,-143.555
-0.786,2.945,-1.937,-138.977,-75.684,-167.908
-0.758,3.076,-2.149,-166.138,-104.248,-179.993
-0.76,3.109,-2.266,-188.843,-126.526,-178.772
-0.753,3.031,-2.256,-208.191,-138.977,-169.067
-0.808,2.864,-2.104,-227.173,-145.935,-152.649
-0.855,2.603,-1.841,-244.446,-149.353,-133.423
-0.936,2.307,-1.511,-258.85,-151.672,-114.807
-1.117,2.001,-1.154,-270.569,-157.898,-98.633
-1.373,1.613,-0.738,-277.71,-165.771,-88.074
-1.582,1.135,-0.264,-281.067,-172.363,-85.205
-1.693,0.647,0.176,-283.081,-176.758,-89.172
-1.732,0.238,0.534,-285.767,-180.176,-98.694
-1.693,-0.104,0.806,-283.508,-183.044,-109.436
-1.528,-0.447,1.017,-270.02,-185.547,-116.211
-1.3,-0.727,1.148,-246.033,-190.552,-118.652
-1.037,-0.912,1.226,-217.102,-200.378,-122.864
-0.755,-0.963,1.251,-188.171,-208.008,-130.676
-0.466,-0.926,1.181,-165.955,-209.9,-140.076
-0.152,-0.869,1.092,-149.963,-207.031,-149.475
0.16,-0.803,0.993,-138.306,-199.036,-156.616
0.449,-0.732,0.856,-130.432,-189.087,-160.706
0.687,-0.638,0.667,-123.779,-179.993,-160.95
0.852,-0.544,0.456,-116.211,-172.058,-156.067
0.967,-0.453,0.221,-107.605,-163.94,-145.691
1.008,-0.365,0.007,-98.572,-157.227,-129.211
1.016,-0.328,-0.172,-87.341,-150.818,-106.873
1.001,-0.318,-0.321,-72.998,-143.555,-78.43
0.963,-0.344,-0.43,-56.641,-135.681,-48.401
0.924,-0.394,-0.508,-39.978,-125.671,-21.606
0.899,-0.456,-0.554,-25.574,-113.098,-0.793
0.879,-0.503,-0.563,-16.724,-98.511,12.939
0.863,-0.509,-0.563,-13.123,-82.703,18.982
0.884,-0.483,-0.563,-13,-65.674,19.714
0.931,-0.43,-0.572,-14.893,-48.706,16.602
0.974,-0.347,-0.589,-17.517,-33.813,12.451
1.01,-0.255,-0.598,-19.287,-21.057,9.766
1.042,-0.172,-0.611,-18.799,-10.315,10.986
1.07,-0.1,-0.639,-16.418,-2.502,15.625
1.064,-0.052,-0.657,-11.047,2.319,21.79
1.046,-0.021,-0.679,-4.7,5.981,27.588
1.018,0,-0.694,0.671,9.827,33.081
0.989,0.024,-0.713,4.211,14.404,39.001
0.968,0.034,-0.717,6.531,18.494,44.067
0.917,0.021,-0.677,8.423,17.822,44.495
0.86,0.03,-0.669,10.803,17.761,44.556
0.837,0.037,-0.682,14.099,20.203,45.166
0.805,0.033,-0.699,15.381,19.592,43.274
0.735,0.029,-0.703,15.869,16.724,40.344
0.678,0.028,-0.738,15.991,17.212,37.537
0.659,0.01,-0.773,15.259,19.47,33.691
0.633,0,-0.791,13.367,19.653,28.198
0.601,-0.003,-0.794,11.169,18.799,21.729
0.588,-0.001,-0.807,9.888,19.714,15.381
0.587,0.012,-0.818,9.094,20.081,9.949
0.576,0.029,-0.824,8.667,19.043,5.371
0.576,0.043,-0.83,9.216,17.883,2.075
0.574,0.058,-0.836,10.315,16.296,-0.183
0.579,0.055,-0.839,11.353,14.038,-2.197
0.576,0.056,-0.835,12.573,10.986,-4.15
0.582,0.064,-0.836,13.428,8.545,-6.042
0.599,0.082,-0.843,13.733,6.836,-7.996
0.614,0.107,-0.851,12.451,5.432,-9.033
0.625,0.126,-0.857,11.597,4.639,-9.277
0.64,0.136,-0.854,11.292,4.822,-9.033
0.648,0.137,-0.849,10.986,5.066,-8.728
0.651,0.128,-0.843,9.888,5.798,-8.423
0.659,0.118,-0.831,8.057,6.348,-8.362
0.663,0.112,-0.82,5.493,6.348,-8.484
0.663,0.114,-0.808,2.869,6.287,-8.789
0.669,0.118,-0.805,0.427,6.775,-8.606
0.667,0.12,-0.803,-0.854,6.836,-7.629
0.666,0.117,-0.803,-1.221,6.836,-5.981
0.668,0.104,-0.802,-0.977,6.592,-4.211
0.658,0.082,-0.804,-1.038,5.798,-2.258
0.658,0.056,-0.808,-1.221,5.127,-0.61
0.658,0.029,-0.805,-1.099,4.883,0.427
0.659,0.008,-0.804,-1.648,4.578,1.099
0.651,-0.013,-0.809,-1.953,4.395,1.526
0.646,-0.03,-0.817,-1.465,4.15,1.587
0.64,-0.046,-0.828,-0.916,4.15,1.77
0.627,-0.056,-0.837,-0.488,4.761,2.075
0.619,-0.068,-0.838,-0.061,6.104,1.953
0.617,-0.073,-0.841,0.671,7.629,1.648
0.609,-0.071,-0.836,1.404,9.155,0.977
0.604,-0.068,-0.833,2.258,10.986,0.61
0.607,-0.064,-0.828,3.967,12.573,0.61
0.615,-0.06,-0.819,5.798,13.733,0.854
0.616,-0.054,-0.809,7.202,14.526,1.404
0.614,-0.051,-0.794,8.301,14.832,2.747
0.612,-0.043,-0.777,9.46,15.442,4.456
0.616,-0.038,-0.762,10.559,15.991,6.409
0.613,-0.027,-0.754,11.414,15.442,8.606
0.609,-0.028,-0.748,13.245,13.977,10.437
0.592,-0.023,-0.753,15.198,12.878,11.841
0.592,-0.027,-0.757,16.479,12.39,12.39
0.582,-0.03,-0.771,16.602,12.878,11.963
0.576,-0.021,-0.782,14.709,13.977,11.108
0.575,0,-0.795,12.024,16.296,10.01
0.58,0.031,-0.79,9.094,19.165,9.277
0.596,0.057,-0.79,7.019,22.156,9.216
0.61,0.081,-0.79,7.08,23.865,10.254
0.616,0.088,-0.781,8.667,23.804,12.146
0.609,0.086,-0.781,10.01,22.4,14.771
0.592,0.085,-0.79,10.681,20.63,17.517
0.575,0.073,-0.802,12.207,18.921,18.799
0.56,0.066,-0.81,13.489,18.311,18.921
0.547,0.061,-0.816,13.062,18.677,19.348
0.55,0.063,-0.817,12.207,20.63,19.165
0.565,0.06,-0.816,11.902,23.56,18.921
0.58,0.064,-0.811,11.963,25.94,18.982
-0.243,1.016,-0.961,-1.282,-13.489,-6.165
-0.264,1.142,-1.029,-4.578,-19.836,-8.85
-0.277,1.283,-1.135,-10.071,-27.405,-14.648
-0.308,1.458,-1.279,-18.494,-35.217,-25.696
-0.315,1.642,-1.423,-30.579,-41.504,-43.945
-0.324,1.816,-1.531,-46.936,-46.082,-69.763
-0.298,1.97,-1.616,-66.833,-49.133,-99.731
-0.275,2.125,-1.682,-89.111,-53.955,-129.15
-0.246,2.238,-1.733,-110.84,-62.988,-153.198
-0.209,2.293,-1.751,-130.615,-78.979,-170.776
-0.188,2.282,-1.704,-148.315,-98.45,-181.152
-0.144,2.238,-1.65,-167.053,-115.234,-185.974
-0.11,2.123,-1.6,-184.753,-131.042,-188.354
-0.129,1.977,-1.564,-196.899,-147.217,-194.214
-0.207,1.823,-1.546,-207.092,-160.156,-203.125
-0.334,1.663,-1.495,-217.041,-166.87,-212.402
-0.493,1.538,-1.374,-226.746,-163.94,-220.093
-0.62,1.438,-1.16,-238.708,-152.283,-224.304
-0.698,1.332,-0.885,-251.343,-138.489,-220.154
-0.752,1.214,-0.602,-260.803,-131.47,-204.651
-0.831,1.082,-0.38,-263.672,-136.475,-179.138
-0.953,0.91,-0.185,-258.057,-150.696,-148.437
-1.095,0.661,0.041,-245.3,-168.274,-118.652
-1.293,0.335,0.224,-227.783,-183.655,-94.727
-1.38,-0.018,0.445,-210.205,-194.702,-86.243
-1.377,-0.282,0.674,-199.89,-200.012,-93.14
-1.278,-0.525,0.862,-199.463,-200.439,-104.187
-1.135,-0.647,0.926,-202.515,-201.904,-110.84
-0.94,-0.735,0.931,-201.233,-206.177,-114.807
-0.717,-0.801,0.9,-197.937,-208.069,-115.601
-0.482,-0.841,0.857,-194.824,-206.116,-109.253
-0.257,-0.872,0.766,-189.453,-201.904,-96.375
-0.041,-0.959,0.678,-177.795,-195.923,-77.515
0.166,-1.074,0.625,-159.241,-187.134,-54.993
0.371,-1.144,0.519,-140.137,-175.72,-35.645
0.541,-1.146,0.358,-126.953,-163.147,-22.034
0.702,-1.078,0.193,-117.981,-146.362,-14.038
0.88,-0.992,0.079,-110.474,-122.742,-9.705
1.046,-0.915,0.043,-105.347,-95.276,-6.531
1.205,-0.844,0.04,-99.67,-70.19,-2.747
1.362,-0.759,0.028,-94.604,-50.171,2.136
1.448,-0.656,-0.064,-89.539,-38.208,10.132
1.476,-0.571,-0.171,-82.703,-33.447,21.79
1.464,-0.538,-0.307,-71.533,-30.518,36.011
1.406,-0.548,-0.477,-59.448,-27.893,51.025
1.3,-0.567,-0.624,-47.791,-24.658,65.002
1.179,-0.601,-0.714,-37.415,-16.724,75.378
1.079,-0.634,-0.756,-29.175,-4.333,81.543
1.01,-0.649,-0.757,-23.254,8.545,82.031
0.978,-0.624,-0.741,-17.944,19.104,78.43
0.883,-0.568,-0.703,-13.977,24.536,73.303
0.834,-0.58,-0.723,-9.644,28.625,62.805
0.777,-0.565,-0.706,-3.113,27.649,50.537
0.725,-0.443,-0.714,3.113,23.254,43.396
0.715,-0.32,-0.737,9.399,21.057,38.696
0.718,-0.27,-0.716,16.479,19.531,32.959
0.714,-0.234,-0.661,21.912,18.127,28.564
0.74,-0.209,-0.617,25.879,18.921,24.597
0.777,-0.173,-0.568,29.48,20.02,18.433
0.811,-0.119,-0.537,29.175,20.325,10.498
0.874,-0.069,-0.511,26.611,20.142,3.662
0.91,-0.04,-0.495,26.245,15.93,-1.709
0.918,-0.01,-0.494,28.442,8.972,-3.784
0.909,0.009,-0.505,29.602,2.258,-3.662
0.894,0.017,-0.53,29.419,-1.892,-2.014
0.873,0.002,-0.541,28.992,-3.906,-0.427
0.842,-0.022,-0.543,29.053,-3.662,0.366
0.831,-0.04,-0.543,26.794,-0.549,-0.305
0.838,-0.042,-0.549,22.278,3.723,-1.831
0.845,-0.041,-0.569,18.25,6.775,-2.502
0.86,-0.042,-0.601,16.479,8.484,-1.404
0.851,-0.06,-0.623,15.381,8.362,0.549
0.834,-0.093,-0.642,14.587,8.606,3.54
0.83,-0.147,-0.642,13.733,9.705,6.409
