aX,aY,aZ,gX,gY,gZ
2.323,-1.876,0.637,-4.333,43.274,5.066
1.419,-1.079,0.398,44.556,58.716,-97.656
0.458,-0.088,0.044,37.109,50.903,-166.504
-0.352,0.797,-0.313,13.977,24.963,-188.11
-0.91,1.277,-0.56,-4.456,-9.705,-177.368
-1.244,1.422,-0.696,-16.418,-33.447,-140.32
-1.257,1.378,-0.769,-17.883,-40.71,-88.257
-1.005,1.15,-0.759,-14.526,-38.94,-25.269
-0.636,0.77,-0.652,-8.423,-39.795,29.358
-0.251,0.317,-0.565,-1.892,-39.795,64.087
0.165,-0.105,-0.487,2.441,-30.945,80.872
0.496,-0.401,-0.448,5.676,-17.273,77.515
0.716,-0.577,-0.467,12.878,-9.094,55.603
0.86,-0.671,-0.522,20.264,-10.01,29.724
0.897,-0.699,-0.598,20.63,-15.808,12.695
0.879,-0.724,-0.686,17.944,-19.958,-0.183
0.88,-0.772,-0.736,15.747,-21.484,-13.123
0.854,-0.774,-0.779,12.451,-22.095,-25.635
0.817,-0.759,-0.797,9.644,-23.254,-38.757
0.701,-0.74,-0.826,8.423,-21.179,-49.194
0.63,-0.688,-0.88,12.817,-5.371,-58.105
0.709,-0.619,-0.902,21.606,12.939,-75.134
0.801,-0.534,-0.891,24.048,14.832,-96.375
0.78,-0.451,-0.885,15.991,4.15,-107.727
0.735,-0.392,-0.882,2.625,-7.202,-107.361
0.664,-0.368,-0.875,-10.437,-13.733,-100.586
0.594,-0.364,-0.836,-21.545,-15.442,-92.468
0.527,-0.356,-0.78,-28.87,-15.625,-85.205
0.473,-0.346,-0.745,-29.724,-14.648,-78.064
0.444,-0.35,-0.726,-24.231,-10.986,-69.641
0.441,-0.361,-0.72,-14.587,-7.629,-61.279
0.446,-0.381,-0.729,-6.592,-6.531,-53.406
0.426,-0.408,-0.757,-1.953,-6.836,-45.471
0.502,-0.432,-0.766,-0.549,-6.592,-39.368
0.567,-0.467,-0.734,-5.066,-14.099,-35.583
0.571,-0.527,-0.721,-14.709,-24.658,-32.471
0.542,-0.578,-0.71,-25.33,-34.79,-30.396
0.51,-0.602,-0.699,-32.898,-41.443,-29.785
0.483,-0.6,-0.687,-36.621,-42.542,-29.602
0.487,-0.609,-0.665,-38.391,-38.94,-31.128
0.52,-0.587,-0.644,-37.292,-32.776,-34.363
0.578,-0.581,-0.623,-26.306,-24.231,-36.499
0.619,-0.575,-0.611,-16.418,-19.592,-38.94
0.636,-0.585,-0.632,-11.78,-19.531,-41.321
0.628,-0.616,-0.64,-10.315,-22.4,-44.739
0.618,-0.65,-0.616,-14.099,-26.367,-47.546
0.59,-0.689,-0.583,-22.156,-30.64,-47.974
0.534,-0.714,-0.555,-28.503,-34.424,-46.509
0.481,-0.701,-0.56,-28.87,-36.499,-45.776
0.428,-0.679,-0.577,-23.926,-35.339,-46.631
0.393,-0.675,-0.597,-17.212,-30.884,-46.997
0.371,-0.691,-0.597,-10.864,-24.841,-47.729
0.372,-0.692,-0.591,-5.737,-18.982,-50.659
0.378,-0.681,-0.595,-4.028,-15.381,-53.04
0.367,-0.667,-0.599,-5.188,-14.832,-52.49
0.347,-0.665,-0.582,-8.972,-16.113,-48.523
0.323,-0.695,-0.552,-12.756,-18.311,-43.335
0.301,-0.728,-0.533,-12.146,-21.24,-39.307
0.289,-0.75,-0.537,-8.362,-23.682,-36.56
0.271,-0.768,-0.559,-4.7,-25.696,-34.058
0.245,-0.791,-0.569,-0.305,-25.513,-31.616
0.246,-0.798,-0.572,0.916,-23.804,-30.518
0.277,-0.81,-0.575,-0.366,-20.569,-30.334
0.316,-0.842,-0.571,-0.732,-17.212,-30.151
0.33,-0.862,-0.587,-0.305,-15.442,-30.09
0.308,-0.872,-0.604,-0.793,-15.747,-32.227
0.271,-0.864,-0.611,-3.54,-16.541,-36.316
0.258,-0.838,-0.613,-7.568,-17.09,-40.405
0.253,-0.814,-0.602,-9.949,-15.869,-42.664
0.252,-0.797,-0.597,-11.475,-14.771,-42.358
0.218,-0.804,-0.592,-11.292,-13.55,-37.964
0.19,-0.82,-0.585,-9.583,-13.306,-33.936
0.17,-0.828,-0.596,-7.385,-13.916,-32.898
0.149,-0.821,-0.603,-5.798,-13.672,-33.02
0.139,-0.819,-0.603,-6.409,-12.451,-32.349
0.163,-0.808,-0.599,-8.179,-10.742,-31.982
0.196,-0.809,-0.591,-8.484,-10.01,-32.349
0.205,-0.836,-0.589,-7.568,-10.132,-31.738
0.18,-0.856,-0.601,-6.836,-11.292,-31.006
0.156,-0.865,-0.61,-7.812,-11.658,-30.273
0.16,-0.837,-0.611,-9.46,-10.742,-30.334
0.187,-0.806,-0.609,-9.949,-8.545,-28.992
0.189,-0.802,-0.59,-7.385,-5.615,-24.902
0.181,-0.815,-0.57,-2.258,-2.747,-20.63
0.188,-0.856,-0.556,3.784,-0.305,-18.188
0.224,-0.878,-0.554,8.606,0.366,-18.005
0.249,-0.905,-0.571,10.01,-1.77,-18.066
0.226,-0.934,-0.586,7.751,-6.287,-17.456
0.192,-0.928,-0.607,2.625,-10.498,-17.212
-0.312,-0.985,-0.757,12.573,16.052,-2.319
-0.36,-1.03,-0.774,20.63,18.433,1.404
-0.402,-1.106,-0.804,31.311,19.348,4.883
-0.409,-1.185,-0.867,39.063,20.142,9.338
-0.403,-1.302,-0.929,43.762,19.47,14.343
-0.451,-1.49,-0.985,48.706,15.503,17.09
-0.51,-1.664,-1.095,53.589,8.667,13.428
-0.579,-1.762,-1.272,57.861,0.732,1.465
-0.607,-1.815,-1.436,57.556,-4.7,-8.24
-0.634,-1.9,-1.511,49.866,-2.197,-6.958
-0.674,-1.98,-1.509,38.086,5.92,0.61
-0.732,-2.06,-1.476,33.569,16.174,2.197
-0.879,-2.158,-1.424,37.048,29.785,-2.991
-1.149,-2.214,-1.327,38.452,43.213,-11.902
-1.558,-2.257,-1.198,32.898,54.199,-25.818
-2.149,-2.216,-1.099,21.545,65.43,-42.297
-2.733,-1.924,-1.022,12.878,76.172,-62.744
-3.144,-1.334,-0.896,7.69,90.027,-84.106
-3.266,-0.431,-0.725,-3.479,111.938,-86.182
-3.178,0.475,-0.658,0.488,133.24,-49.5
-2.815,1.074,-0.68,35.339,143.738,20.63
-2.208,1.459,-0.724,72.083,142.029,103.821
-1.375,1.815,-0.732,82.458,130.737,175.903
-0.243,2.188,-0.767,67.2,110.962,225.708
1.141,2.402,-0.893,40.649,80.933,261.536
2.463,2.619,-0.901,4.15,47.974,283.325
3.629,3.31,-0.548,-39.124,19.348,290.588
4,4,-0.127,-77.026,-7.629,314.392
4,3.987,0.11,-89.539,-43.579,391.846
4,2.836,0.317,-71.533,-83.862,495.422
4,1.107,0.642,-48.767,-117.798,560.059
4,-0.677,0.91,-24.719,-133.545,545.288
4,-2.227,0.793,15.503,-129.333,457.764
4,-3.202,0.054,70.374,-123.779,337.83
4,-3.646,-0.747,117.249,-128.967,222.717
3.193,-3.634,-0.908,102.905,-117.126,108.154
2.081,-2.746,-0.681,20.264,-87.524,-36.56
1.022,-0.863,-0.709,-71.533,-58.533,-196.228
-0.171,1.245,-0.929,-101.807,-11.414,-311.462
-1.389,2.656,-0.837,-69.153,32.959,-345.52
-1.952,2.825,-0.685,-22.217,60.547,-309.143
-1.766,2.23,-0.556,33.264,87.158,-205.261
-1.202,1.544,-0.556,80.2,98.938,-70.862
-0.657,0.825,-0.557,83.008,72.632,16.968
-0.23,0.323,-0.554,42.053,16.418,51.636
-0.062,0.07,-0.613,-7.812,-30.762,73.181
0.066,-0.073,-0.608,-38.208,-49.133,82.031
0.3,-0.19,-0.538,-39.917,-43.091,75.5
0.557,-0.341,-0.499,-17.395,-27.222,61.523
0.791,-0.532,-0.523,13.123,-19.043,45.898
0.923,-0.714,-0.615,34.912,-16.724,38.025
0.956,-0.865,-0.732,41.687,-12.329,38.391
0.98,-0.987,-0.797,36.804,-3.967,34.119
1.01,-1.042,-0.799,27.71,3.784,18.86
1.024,-0.988,-0.766,16.968,9.521,-3.418
1.047,-0.855,-0.731,6.531,15.991,-25.513
1.059,-0.7,-0.664,-0.427,18.86,-45.288
0.997,-0.639,-0.66,-1.648,28.931,-58.044
1.014,-0.578,-0.631,5.188,50.537,-66.528
1.119,-0.526,-0.531,7.202,54.565,-86.06
1.139,-0.524,-0.446,3.052,40.955,-105.774
1.081,-0.509,-0.424,-2.136,20.569,-119.385
0.996,-0.498,-0.458,-4.578,1.77,-125.916
0.924,-0.448,-0.523,-9.338,-15.564,-125.977
0.841,-0.372,-0.619,-16.357,-30.884,-117.737
0.758,-0.32,-0.692,-18.677,-40.833,-104.675
0.701,-0.32,-0.744,-14.526,-44.739,-91.98
0.678,-0.338,-0.779,-9.216,-42.48,-80.811
0.665,-0.383,-0.783,-5.188,-37.231,-70.618
0.649,-0.489,-0.744,-2.625,-32.776,-62.805
0.637,-0.628,-0.687,-4.089,-32.776,-58.838
0.645,-0.745,-0.662,-9.644,-36.926,-58.167
0.648,-0.799,-0.669,-19.226,-43.701,-61.829
0.601,-0.798,-0.695,-31.067,-52.063,-68.726
0.53,-0.756,-0.72,-42.664,-58.289,-74.402
0.467,-0.709,-0.714,-48.828,-57.068,-77.515
0.419,-0.665,-0.68,-46.997,-49.5,-79.895
0.391,-0.634,-0.642,-39.917,-38.757,-81.909
0.393,-0.611,-0.612,-30.762,-27.893,-81.787
0.396,-0.608,-0.59,-22.827,-19.836,-79.834
0.383,-0.615,-0.572,-18.555,-15.686,-76.477
0.368,-0.636,-0.539,-18.005,-13.55,-71.35
0.353,-0.677,-0.499,-19.043,-14.587,-66.65
0.321,-0.716,-0.461,-22.339,-17.883,-62.195
0.278,-0.751,-0.436,-27.405,-21.729,-56.946
0.244,-0.759,-0.43,-30.396,-25.085,-53.833
0.242,-0.748,-0.431,-28.625,-27.1,-53.467
0.27,-0.725,-0.446,-24.719,-27.283,-52.856
0.314,-0.702,-0.46,-21.484,-26.794,-49.683
0.357,-0.702,-0.457,-21.179,-26.428,-42.725
0.387,-0.746,-0.458,-22.522,-26.428,-34.912
0.381,-0.788,-0.46,-23.56,-26.978,-28.687
0.35,-0.827,-0.466,-24.048,-28.259,-25.391
0.322,-0.855,-0.451,-26.001,-28.809,-23.743
0.299,-0.868,-0.429,-31.006,-28.259,-20.569
0.313,-0.855,-0.416,-35.461,-27.283,-17.151
0.314,-0.853,-0.432,-35.645,-26.978,-14.954
0.319,-0.851,-0.444,-33.264,-27.283,-14.16
0.355,-0.848,-0.462,-30.579,-27.649,-15.442
0.359,-0.868,-0.483,-28.442,-28.198,-17.456
0.337,-0.899,-0.51,-26.855,-27.832,-19.714
0.291,-0.919,-0.53,-27.832,-26.367,-22.095
0.24,-0.915,-0.54,-31.616,-23.193,-23.865
0.199,-0.908,-0.531,-34.912,-18.372,-24.719
0.174,-0.913,-0.514,-34.607,-12.207,-25.574
0.156,-0.927,-0.5,-31.921,-7.141,-27.893
0.147,-0.928,-0.484,-29.602,-3.418,-31.677
0.148,-0.929,-0.458,-30.09,-0.977,-35.034
0.139,-0.929,-0.431,-32.593,-0.183,-36.865
0.124,-0.915,-0.405,-34.607,-1.465,-37.72
0.113,-0.898,-0.404,-35.339,-3.479,-38.025
0.114,-0.89,-0.4,-36.438,-6.042,-37.659
0.12,-0.888,-0.383,-37.842,-9.705,-34.973
0.119,-0.888,-0.371,-39.001,-12.756,-30.64
0.135,-0.892,-0.36,-39.124,-14.282,-25.269
0.143,-0.933,-0.332,-38.696,-14.404,-19.409
0.141,-0.972,-0.302,-37.476,-14.465,-14.648
0.126,-0.997,-0.279,-36.072,-14.526,-12.268
0.119,-1.015,-0.25,-35.767,-14.099,-11.719
-0.603,-1.684,-0.05,-29.419,-7.324,-33.63
-0.771,-1.817,-0.038,-10.437,-11.23,-27.771
-0.941,-1.937,-0.074,17.151,-13.672,-20.813
-1.097,-2.11,-0.097,50.049,-16.846,-14.038
-1.337,-2.385,-0.03,75.623,-21.667,-10.132
-1.572,-2.619,0.06,91.492,-26.367,-9.949
-1.754,-2.695,0.114,104.126,-33.081,-13.489
-1.897,-2.688,0.119,117.615,-38.147,-15.442
-1.993,-2.599,0.048,132.935,-42.419,-12.512
-2.086,-2.516,-0.103,152.893,-47.546,-6.897
-2.243,-2.492,-0.281,169.617,-58.289,-0.916
-2.436,-2.478,-0.466,168.945,-75.989,5.188
-2.577,-2.343,-0.676,149.17,-97.9,12.451
-2.606,-2.065,-0.914,123.352,-118.896,22.278
-2.577,-1.735,-1.136,101.013,-136.047,36.865
-2.521,-1.379,-1.25,76.538,-152.405,56.396
-2.303,-0.829,-1.271,51.819,-166.077,73.364
-1.894,-0.199,-1.084,41.809,-167.786,83.557
-1.333,0.463,-0.808,65.796,-156.311,83.862
-0.639,0.976,-0.462,111.572,-132.385,78.735
0.219,1.257,-0.023,129.395,-108.887,80.505
1.176,1.501,0.348,73.792,-110.229,91.553
2.12,1.735,0.654,-45.227,-143.738,101.501
2.928,2.172,0.982,-210.083,-177.368,108.948
3.453,3.004,1.663,-381.775,-166.321,118.042
3.848,3.99,2.736,-503.113,-92.957,153.564
4,4,3.583,-516.663,6.165,225.891
4,3.385,4,-403.198,95.337,328.369
3.618,1.339,4,-201.355,159.79,418.213
3.576,-0.349,3.994,25.146,199.585,443.054
4,-2.02,2.536,237.793,201.538,425.842
4,-3.877,1.055,407.776,155.457,395.325
3.777,-4,0.433,444.58,105.164,299.377
2.6,-4,0.313,302.612,50.354,82.275
1.83,-2.111,-0.04,75.134,-22.705,-186.34
1.452,0.737,-0.877,-87.036,-74.646,-403.564
0.541,3.324,-1.711,-135.193,-100.22,-470.337
-0.666,4,-2.035,-134.644,-154.358,-387.939
-1.347,3.193,-1.962,-93.933,-203.308,-245.361
-1.292,1.87,-1.603,-16.602,-163.879,-92.224
-0.762,1.016,-1.252,53.04,-74.28,4.395
-0.143,0.406,-0.905,75.378,-14.038,39.673
0.341,0.012,-0.776,59.509,3.906,47.668
0.681,-0.3,-0.704,40.771,1.587,45.227
0.958,-0.563,-0.574,28.503,-8.423,37.17
1.088,-0.76,-0.399,14.038,-30.029,21.301
1.04,-0.854,-0.328,-2.014,-49.561,7.08
0.948,-0.897,-0.376,-11.047,-44.8,3.662
0.966,-0.862,-0.424,-10.62,-18.555,0.793
1.033,-0.805,-0.402,-0.488,10.01,-7.812
1.062,-0.78,-0.348,18.372,32.959,-19.714
1.024,-0.788,-0.275,38.635,49.927,-29.602
1.031,-0.836,-0.217,59.509,68.787,-36.865
1.077,-0.866,-0.141,78.186,81.421,-44.556
1.124,-0.911,-0.052,85.083,76.294,-55.786
1.121,-0.893,-0.087,76.782,55.42,-64.087
1.071,-0.856,-0.113,62.988,29.663,-66.895
1.016,-0.797,-0.204,46.997,5.981,-71.411
1.001,-0.73,-0.275,38.025,-9.338,-75.562
0.998,-0.695,-0.318,33.142,-18.86,-77.332
0.961,-0.691,-0.34,25.452,-26.184,-76.477
0.905,-0.702,-0.351,15.32,-29.907,-72.693
0.835,-0.73,-0.337,4.211,-30.884,-69.885
0.728,-0.78,-0.304,-5.432,-30.396,-69.641
0.621,-0.801,-0.26,-13.367,-28.442,-69.641
0.553,-0.794,-0.196,-20.63,-23.621,-70.251
0.526,-0.765,-0.157,-25.146,-15.869,-69.702
0.509,-0.699,-0.161,-25.33,-7.629,-64.941
0.534,-0.636,-0.159,-19.897,1.465,-57.129
0.544,-0.628,-0.141,-9.888,9.583,-46.57
0.538,-0.681,-0.141,2.319,14.893,-36.926
0.535,-0.785,-0.141,14.465,16.235,-29.724
0.547,-0.914,-0.149,19.897,15.503,-25.269
0.547,-1.006,-0.163,15.076,15.32,-25.879
0.528,-1.046,-0.176,4.028,17.151,-32.104
0.505,-1.03,-0.148,-5.859,19.409,-42.664
0.445,-0.996,-0.1,-12.39,21.484,-54.382
0.381,-0.969,-0.08,-13.916,24.048,-64.087
0.327,-0.929,-0.083,-10.01,25.208,-67.81
0.287,-0.86,-0.128,-3.723,23.254,-63.904
0.257,-0.814,-0.176,2.502,20.203,-55.237
0.245,-0.811,-0.201,7.263,18.982,-45.593
0.263,-0.836,-0.201,10.559,19.958,-37.17
0.3,-0.871,-0.194,12.024,21.362,-31.677
0.323,-0.922,-0.188,10.864,22.4,-29.602
0.308,-0.982,-0.19,8.484,23.865,-29.846
0.264,-1.003,-0.188,3.723,25.757,-31.311
0.229,-1.009,-0.161,-4.211,28.503,-32.837
0.203,-0.992,-0.13,-10.864,31.433,-34.668
0.203,-0.964,-0.091,-13.123,33.752,-36.926
0.226,-0.927,-0.066,-11.536,34.607,-39.49
0.253,-0.895,-0.07,-8.484,34.546,-38.33
0.267,-0.88,-0.103,-5.92,32.532,-31.555
0.254,-0.884,-0.163,-3.357,30.762,-21.057
0.238,-0.933,-0.173,-2.869,31.738,-10.132
0.231,-0.998,-0.148,-7.69,32.41,-4.395
0.217,-1.04,-0.133,-11.841,30.823,-4.272
0.177,-1.054,-0.136,-11.047,28.32,-8.545
0.141,-1.059,-0.151,-7.996,25.757,-16.724
0.114,-1.057,-0.176,-7.629,24.17,-24.841
0.11,-1.03,-0.17,-11.108,24.841,-30.09
0.124,-0.992,-0.156,-15.442,26.611,-34.119
0.135,-0.943,-0.162,-14.771,28.442,-36.438
0.132,-0.915,-0.173,-10.864,29.846,-35.095
0.115,-0.905,-0.197,-6.531,29.541,-31.494
0.082,-0.901,-0.228,-1.709,29.419,-27.222
0.072,-0.892,-0.241,2.991,31.86,-23.071
0.099,-0.901,-0.24,8.606,35.767,-20.325
0.116,-0.917,-0.246,15.015,39.368,-19.043
0.139,-0.941,-0.248,17.517,40.649,-17.517
0.162,-0.973,-0.226,12.634,39.978,-14.587
0.187,-0.99,-0.196,1.648,37.415,-10.376
0.209,-0.995,-0.161,-10.376,32.227,-8.606
0.203,-0.979,-0.144,-19.165,24.841,-10.315
0.172,-0.946,-0.141,-24.292,18.921,-13.733
0.131,-0.911,-0.149,-24.78,17.151,-15.259
0.108,-0.885,-0.138,-21.606,19.409,-15.442
0.108,-0.88,-0.11,-13.977,24.597,-16.418
0.123,-0.9,-0.089,-2.93,30.029,-17.883
-0.462,-1.386,-0.396,12.939,29.419,-29.785
-0.568,-1.495,-0.401,22.644,28.748,-26.428
-0.682,-1.663,-0.378,31.128,27.893,-17.578
-0.793,-1.844,-0.368,43.884,25.879,-10.193
-0.916,-1.973,-0.427,62.439,22.522,-7.812
-1.046,-2.057,-0.553,83.557,20.752,-8.362
-1.207,-2.095,-0.713,100.952,20.02,-10.315
-1.377,-2.13,-0.851,112.793,21.423,-13
-1.508,-2.123,-0.964,118.53,24.048,-14.709
-1.652,-2.082,-1.092,119.69,27.71,-16.113
-1.894,-2.049,-1.204,118.713,30.273,-19.531
-2.14,-1.969,-1.298,112.671,32.593,-26.733
-2.421,-1.816,-1.359,99.548,38.696,-35.95
-2.775,-1.557,-1.406,83.923,47.668,-47.241
-3.022,-1.083,-1.445,70.374,57.861,-64.514
-3.095,-0.418,-1.459,62.439,72.754,-78.064
-3.069,0.387,-1.37,55.115,95.459,-60.852
-2.775,1.115,-1.107,50.781,121.826,-0.854
-2.244,1.679,-0.874,62.561,138.855,86.182
-1.374,2.084,-0.691,73.12,137.817,188.416
-0.249,2.306,-0.611,67.444,113.831,291.687
0.953,2.446,-0.621,46.448,77.148,370.239
2.206,2.66,-0.602,18.616,44.556,399.719
3.506,3.185,-0.527,-11.108,24.17,393.616
4,3.814,-0.29,-45.532,11.902,386.475
4,3.964,0.189,-92.529,-0.61,413.574
4,3.149,0.755,-144.958,-18.982,493.225
4,1.475,1.456,-167.786,-42.786,566.895
4,-0.655,2.05,-136.536,-62.927,565.308
4,-2.669,2.217,-66.528,-58.838,493.408
4,-4,1.487,27.832,-52.856,377.197
4,-4,0.3,109.68,-53.772,251.587
3.96,-4,-0.44,121.216,-33.752,119.263
2.875,-3.333,-0.397,58.044,-8.057,-47.18
2.044,-1.376,-0.361,-47.363,-18.127,-240.601
1.262,0.939,-0.573,-122.375,-29.602,-379.333
-0.061,2.29,-0.723,-117.31,-40.466,-402.71
-0.988,2.266,-0.866,-56.763,-50.537,-372.314
-1.11,1.726,-0.922,14.282,-24.048,-317.261
-0.821,1.232,-0.876,68.97,29.663,-229.309
-0.43,0.737,-0.765,93.811,57.19,-156.555
-0.295,0.393,-0.76,81.299,42.175,-111.084
-0.241,0.125,-0.781,49.011,18.066,-79.285
-0.106,0.061,-0.743,11.963,1.77,-56.458
0.003,0.008,-0.646,-12.329,-10.376,-37.537
0.088,-0.075,-0.553,-19.531,-22.705,-26.733
0.221,-0.219,-0.481,-16.785,-35.95,-23.499
0.361,-0.277,-0.456,-14.648,-46.326,-16.113
0.422,-0.341,-0.469,-9.338,-47.913,-0.061
0.478,-0.408,-0.501,2.869,-35.706,15.076
0.516,-0.504,-0.502,19.226,-17.334,21.057
0.559,-0.583,-0.504,31.982,0.183,13.977
0.622,-0.615,-0.481,39.917,14.771,1.099
0.682,-0.594,-0.451,41.992,23.499,-7.935
0.736,-0.616,-0.402,40.588,25.33,-11.841
0.758,-0.638,-0.369,36.255,19.226,-16.846
0.789,-0.622,-0.359,30.029,9.033,-22.705
0.837,-0.608,-0.355,21.301,-5.249,-28.259
0.826,-0.647,-0.362,12.146,-20.142,-31.982
0.801,-0.696,-0.387,2.563,-32.043,-40.466
0.811,-0.736,-0.371,-4.15,-38.208,-51.27
0.787,-0.734,-0.33,-12.573,-44.128,-59.326
0.737,-0.731,-0.292,-17.212,-46.448,-62.927
0.701,-0.709,-0.27,-16.357,-48.096,-64.636
0.652,-0.703,-0.293,-12.756,-48.096,-63.477
0.574,-0.705,-0.342,-7.996,-48.096,-59.57
0.518,-0.709,-0.407,-2.502,-47.607,-54.321
0.501,-0.734,-0.473,2.197,-45.532,-50.842
0.478,-0.78,-0.508,2.258,-43.335,-47.241
0.435,-0.818,-0.527,-3.54,-42.053,-42.969
0.371,-0.854,-0.532,-9.46,-39.978,-41.016
0.322,-0.907,-0.479,-15.442,-36.255,-41.565
0.296,-0.942,-0.421,-23.987,-33.02,-43.64
0.276,-0.925,-0.401,-29.602,-30.884,-45.349
0.25,-0.894,-0.403,-28.625,-28.931,-46.326
0.237,-0.875,-0.408,-25.146,-26.672,-46.387
0.239,-0.871,-0.407,-24.048,-25.208,-45.166
0.258,-0.863,-0.405,-23.437,-24.658,-43.03
0.289,-0.875,-0.403,-23.193,-25.635,-41.443
0.285,-0.9,-0.401,-25.452,-28.259,-40.466
0.239,-0.914,-0.391,-30.151,-30.945,-38.574
0.172,-0.933,-0.377,-34.485,-31.128,-36.316
0.129,-0.933,-0.337,-35.767,-26.855,-34.912
0.133,-0.935,-0.276,-34.546,-19.47,-33.997
0.182,-0.924,-0.233,-31.25,-13.489,-32.776
0.181,-0.927,-0.219,-26.489,-11.353,-29.175
0.161,-0.948,-0.259,-22.888,-9.399,-25.818
0.194,-0.956,-0.283,-20.386,-8.24,-24.536
0.209,-0.976,-0.285,-21.484,-9.583,-22.705
0.17,-1.009,-0.289,-24.963,-12.329,-20.325
0.122,-1.028,-0.293,-25.757,-14.526,-19.348
0.079,-1.047,-0.295,-23.926,-14.832,-19.531
0.087,-1.059,-0.293,-21.545,-12.695,-18.921
0.09,-1.088,-0.267,-18.86,-11.169,-17.822
0.099,-1.116,-0.266,-17.578,-9.827,-17.212
0.118,-1.126,-0.261,-16.663,-8.606,-15.93
0.148,-1.111,-0.27,-19.287,-8.972,-14.282
0.169,-1.104,-0.282,-22.827,-10.498,-11.292
0.194,-1.096,-0.284,-24.109,-13.855,-9.399
0.172,-1.089,-0.277,-25.208,-19.958,-8.423
0.152,-1.089,-0.31,-25.818,-20.63,-8.057
0.17,-1.071,-0.325,-22.583,-15.259,-5.737
0.196,-1.065,-0.311,-20.386,-10.254,-3.967
0.207,-1.092,-0.285,-19.531,-6.531,-4.15
0.219,-1.12,-0.255,-17.578,-2.991,-6.042
0.234,-1.139,-0.234,-16.907,-0.122,-10.315
0.217,-1.12,-0.226,-19.348,1.465,-15.381
0.198,-1.083,-0.221,-22.644,1.709,-19.348
0.175,-1.058,-0.215,-25.391,1.709,-21.057
0.145,-1.035,-0.211,-25.574,2.747,-20.508
0.129,-1.016,-0.214,-22.644,4.822,-20.081
0.116,-1.021,-0.21,-19.043,6.165,-20.02
0.098,-1.041,-0.201,-16.479,6.897,-19.592
0.083,-1.048,-0.198,-15.686,6.592,-19.409
0.073,-1.034,-0.209,-16.602,5.371,-19.775
0.063,-1.035,-0.222,-17.456,4.15,-19.348
0.045,-1.038,-0.229,-18.127,2.197,-18.188
0.04,-1.036,-0.244,-19.836,0.427,-17.029
0.027,-1.029,-0.254,-20.691,0.061,-16.113
-0.688,-1.665,0.049,7.935,6.348,-29.724
-0.833,-1.818,-0.005,25.33,3.052,-25.696
-0.914,-1.915,-0.109,47.424,2.197,-23.926
-0.941,-2,-0.241,65.735,2.563,-26.062
-1.017,-2.086,-0.392,78.857,0.122,-28.015
-1.13,-2.162,-0.543,86.853,-3.418,-29.114
-1.286,-2.248,-0.619,90.637,-6.47,-33.691
-1.47,-2.33,-0.635,88.562,-8.362,-41.016
-1.644,-2.374,-0.669,85.205,-5.493,-48.645
-1.83,-2.346,-0.73,87.219,2.075,-61.401
-2.078,-2.224,-0.84,88.501,10.376,-84.961
-2.418,-2.003,-0.97,82.153,17.944,-114.197
-2.708,-1.561,-1.115,73.303,31.372,-139.832
-2.852,-0.944,-1.232,70.19,57.556,-156.494
-2.923,-0.27,-1.306,72.388,91.797,-155.457
-2.786,0.355,-1.265,77.209,128.662,-137.451
-2.359,0.91,-1.216,83.496,155.945,-106.934
-1.613,1.421,-1.157,94.604,168.701,-63.721
-0.634,1.82,-1.052,97.9,165.771,-2.808
0.57,2.139,-1.024,75.684,139.404,77.515
1.879,2.464,-1.145,28.992,94.543,177.917
3.293,2.725,-1.152,-37.292,57.251,290.955
4,2.852,-0.928,-106.14,39.551,394.958
4,2.725,-0.648,-171.753,33.142,482.544
4,1.806,-0.108,-231.934,38.269,557.983
4,0.183,0.929,-285.278,56.641,596.436
4,-1.689,2.135,-335.632,75.134,557.007
4,-3.481,3.074,-356.567,63.721,444.275
3.904,-4,3.421,-290.955,-9.644,319.214
3.971,-4,2.991,-142.273,-82.458,243.347
3.865,-3.74,1.804,-20.996,-100.22,108.887
2.903,-1.804,0.47,73.303,-101.563,-110.901
1.834,-0.199,-0.36,159.668,-74.402,-296.875
1.349,0.599,-0.432,211.914,-23.804,-375.549
0.824,0.67,-0.167,206.116,-32.593,-379.333
0.579,0.555,-0.259,155.64,-85.815,-383.24
0.541,0.675,-0.497,103.699,-117.798,-370.361
0.513,0.777,-0.731,56.946,-119.873,-315.002
0.46,0.641,-0.72,28.32,-119.202,-252.441
0.367,0.46,-0.707,7.629,-134.399,-211.609
0.224,0.414,-0.786,-7.812,-145.02,-180.176
0.055,0.344,-0.844,-12.39,-136.658,-143.005
-0.082,0.235,-0.825,-13.489,-121.887,-109.436
-0.125,0.131,-0.719,-16.907,-111.755,-86.975
-0.226,0.044,-0.622,-20.691,-107.605,-63.599
-0.369,-0.046,-0.595,-18.921,-99.731,-37.659
-0.445,-0.164,-0.564,-10.132,-80.811,-14.709
-0.433,-0.277,-0.517,-1.587,-58.35,4.639
-0.359,-0.273,-0.521,1.892,-39.429,21.057
-0.338,-0.428,-0.427,4.333,-25.269,38.513
-0.302,-0.526,-0.382,0.61,-17.395,51.636
-0.203,-0.577,-0.34,-3.845,-15.442,54.26
-0.151,-0.59,-0.339,-7.446,-21.79,52.124
-0.15,-0.635,-0.349,-6.714,-31.433,45.227
-0.181,-0.71,-0.319,-5.066,-40.833,35.095
-0.215,-0.775,-0.291,-8.118,-47.18,25.635
