aX,aY,aZ,gX,gY,gZ
0.5,-0.896,-0.102,-2.563,-5.554,-4.456
0.49,-0.889,-0.114,-1.16,-5.432,-3.54
0.484,-0.89,-0.127,1.404,-4.822,-2.441
0.494,-0.898,-0.142,4.272,-3.601,-1.648
0.5,-0.909,-0.153,5.615,-3.113,-1.099
0.507,-0.92,-0.169,4.761,-3.601,-1.221
0.522,-0.913,-0.185,2.747,-4.15,-2.747
0.526,-0.897,-0.203,0.793,-4.517,-4.211
0.522,-0.896,-0.199,-1.709,-2.991,-4.578
0.522,-0.896,-0.174,-3.479,-0.671,-4.761
0.522,-0.879,-0.146,-4.211,0.977,-6.165
0.514,-0.866,-0.128,-3.967,2.136,-8.057
0.501,-0.847,-0.113,-1.953,3.174,-9.46
0.494,-0.836,-0.097,0.244,4.517,-10.01
0.491,-0.833,-0.076,2.258,6.165,-10.01
0.513,-0.82,-0.066,2.93,6.714,-10.132
0.509,-0.816,-0.062,2.502,6.042,-8.85
0.504,-0.816,-0.069,2.38,3.54,-7.996
0.504,-0.815,-0.08,1.953,1.404,-6.958
0.508,-0.818,-0.09,1.343,0.183,-6.165
0.508,-0.829,-0.089,0.427,-0.732,-5.493
0.505,-0.822,-0.09,-0.793,-1.892,-5.798
0.504,-0.815,-0.083,-2.197,-2.625,-6.592
0.503,-0.809,-0.069,-2.563,-2.563,-7.385
0.507,-0.807,-0.051,-2.625,-2.441,-7.507
0.518,-0.822,-0.028,-3.296,-2.136,-6.592
0.545,-0.829,-0.003,-4.15,-2.686,-5.981
0.581,-0.832,0.006,-4.761,-4.822,-6.836
0.596,-0.837,0.012,-5.432,-7.874,-8.24
0.618,-0.843,0.015,-5.371,-10.559,-10.681
0.65,-0.836,0.003,-4.578,-12.939,-15.259
0.667,-0.836,-0.015,-3.54,-15.381,-20.63
0.685,-0.846,-0.011,-3.784,-17.883,-25.696
0.721,-0.862,0.002,-5.859,-20.569,-31.616
0.765,-0.86,0.021,-7.935,-24.353,-40.161
0.794,-0.839,0.026,-10.742,-28.992,-49.133
-0.581,-1.392,-0.17,11.658,10.193,-36.133
-0.734,-1.458,-0.123,12.39,8.545,-43.274
-0.912,-1.538,-0.091,12.695,5.554,-50.232
-1.076,-1.619,-0.11,15.259,1.221,-55.725
-1.258,-1.67,-0.154,20.081,-3.418,-59.143
-1.466,-1.725,-0.238,24.658,-8.057,-62.683
-1.638,-1.728,-0.319,26.733,-7.996,-66.04
-1.748,-1.693,-0.348,27.222,0.854,-68.237
-1.813,-1.623,-0.345,28.503,15.381,-69.153
-1.838,-1.523,-0.332,33.691,32.166,-70.129
-1.823,-1.381,-0.346,42.847,47.546,-71.472
-1.801,-1.183,-0.35,54.932,60.425,-72.51
-1.689,-0.985,-0.372,68.176,69.641,-68.909
-1.563,-0.781,-0.42,83.496,74.402,-56.458
-1.461,-0.567,-0.464,98.511,72.327,-40.161
-1.26,-0.336,-0.533,107.91,67.627,-22.705
-0.962,0.001,-0.693,111.023,63.599,-2.808
-0.569,0.37,-0.866,110.718,63.782,29.358
-0.024,0.716,-0.968,111.145,70.007,74.707
0.652,1.052,-1.003,113.831,77.454,130.554
1.454,1.384,-1.074,116.821,78.003,198.547
2.267,1.544,-1.255,117.249,67.139,280.151
3.127,1.505,-1.474,105.103,50.964,374.146
3.932,1.032,-1.596,70.923,32.898,466.064
4,0.239,-1.459,0.916,14.465,524.109
4,-0.853,-0.908,-118.958,0.061,527.588
3.945,-2.016,0.164,-281.799,0.793,476.746
3.322,-3.161,1.485,-436.34,5.798,386.169
2.992,-3.918,2.719,-493.042,1.16,295.105
2.922,-2.99,3.144,-424.072,-13.062,201.111
2.55,-1.447,2.483,-243.408,-28.87,56.213
1.883,-0.351,1.412,30.518,-27.588,-101.807
0.959,0.239,0.418,287.598,-16.602,-213.379
0.244,0.403,-0.306,438.049,26.733,-279.846
-0.238,0.473,-0.736,466.125,81.299,-300.72
-0.56,0.562,-1.048,389.893,104.004,-277.466
-0.781,0.684,-1.173,260.376,79.712,-223.389
-0.877,0.682,-1.199,120.728,33.752,-143.677
-0.76,0.557,-1.075,-5.188,-6.775,-56.03
-0.569,0.35,-0.864,-101.379,-37.842,15.808
-0.363,0.238,-0.655,-164.734,-61.89,63.049
-0.157,0.137,-0.449,-193.237,-73.73,87.463
0.008,0.024,-0.218,-181.213,-67.2,97.839
0.144,-0.111,-0.041,-137.268,-46.936,99.243
0.277,-0.304,0.056,-74.219,-18.372,92.773
0.422,-0.496,0.071,-7.629,8.85,78.43
0.499,-0.687,0.007,46.875,26.917,61.584
0.532,-0.857,-0.094,79.285,32.959,46.448
0.503,-0.975,-0.226,87.219,26.428,35.889
0.441,-1.067,-0.373,80.139,18.982,29.785
0.46,-1.107,-0.469,63.66,15.015,24.231
0.537,-1.136,-0.454,39.001,8.362,18.494
0.571,-1.11,-0.389,9.949,-4.883,12.756
0.529,-1.052,-0.336,-13.916,-18.066,9.644
0.499,-0.962,-0.303,-29.724,-25.208,8.118
0.499,-0.876,-0.278,-34.668,-26.733,8.24
0.501,-0.844,-0.265,-28.992,-24.719,10.315
0.512,-0.838,-0.265,-16.663,-21.606,12.756
0.521,-0.845,-0.283,-4.272,-18.616,14.954
0.529,-0.874,-0.31,5.92,-15.686,17.334
0.55,-0.901,-0.334,13.245,-12.634,19.165
0.567,-0.918,-0.36,16.296,-11.169,20.264
0.576,-0.94,-0.369,14.893,-10.498,21.362
0.597,-0.961,-0.369,10.559,-10.498,22.4
0.605,-0.973,-0.366,3.479,-11.658,22.644
0.597,-0.976,-0.352,-5.432,-12.329,22.583
0.604,-0.966,-0.317,-13.367,-10.925,21.301
0.621,-0.948,-0.282,-18.127,-8.789,19.226
0.62,-0.942,-0.242,-18.494,-5.676,17.151
0.61,-0.946,-0.2,-15.625,-2.258,15.015
0.603,-0.936,-0.177,-11.536,-0.183,12.024
0.587,-0.932,-0.171,-6.836,0.427,9.644
0.574,-0.937,-0.176,-1.526,1.099,8.911
0.571,-0.944,-0.195,3.906,0.977,8.728
0.571,-0.956,-0.229,7.935,0.427,8.179
0.567,-0.972,-0.251,9.888,-0.671,7.629
0.559,-0.989,-0.271,9.155,-2.747,6.653
0.541,-0.984,-0.289,6.714,-5.798,5.127
0.523,-0.97,-0.307,3.601,-8.728,3.723
0.511,-0.958,-0.328,2.136,-10.01,2.075
0.504,-0.938,-0.357,2.197,-9.094,0.488
0.497,-0.927,-0.364,2.869,-5.92,-0.793
0.491,-0.918,-0.353,3.418,-2.258,-2.258
0.484,-0.904,-0.344,4.15,0.183,-3.418
0.477,-0.891,-0.34,4.028,2.014,-3.418
0.476,-0.879,-0.331,3.662,3.052,-2.625
0.471,-0.876,-0.328,3.113,2.991,-0.732
0.469,-0.877,-0.327,2.075,2.136,1.953
0.478,-0.877,-0.325,1.221,0.671,4.395
0.499,-0.886,-0.33,0.366,-0.427,6.47
0.505,-0.885,-0.339,0.732,-0.549,7.263
0.51,-0.882,-0.34,2.441,0.916,6.47
0.522,-0.884,-0.324,5.005,4.517,5.066
0.535,-0.884,-0.298,7.69,8.85,2.747
0.538,-0.88,-0.267,9.521,11.78,-0.183
0.534,-0.874,-0.24,9.766,12.756,-2.93
0.52,-0.86,-0.223,9.155,12.024,-4.7
0.507,-0.84,-0.213,8.24,10.315,-5.798
0.5,-0.83,-0.205,8.179,8.728,-5.981
0.498,-0.822,-0.204,9.216,6.958,-5.554
0.498,-0.821,-0.211,10.193,5.249,-5.005
0.504,-0.831,-0.219,10.803,3.906,-4.395
0.516,-0.833,-0.226,10.437,3.113,-4.395
0.522,-0.829,-0.232,10.071,2.625,-5.249
0.527,-0.831,-0.229,9.644,2.319,-6.226
0.525,-0.823,-0.226,8.423,1.526,-7.385
0.523,-0.819,-0.223,6.836,-0.061,-8.362
0.532,-0.818,-0.223,5.615,-1.404,-9.46
0.536,-0.818,-0.229,4.883,-2.991,-10.254
0.539,-0.824,-0.228,4.211,-4.395,-11.23
0.548,-0.836,-0.219,3.479,-4.517,-11.78
0.561,-0.851,-0.209,3.296,-4.578,-12.451
0.579,-0.863,-0.197,3.235,-5.127,-13.123
0.604,-0.867,-0.196,2.991,-6.042,-13.733
0.628,-0.862,-0.205,3.418,-7.446,-15.32
0.647,-0.859,-0.213,5.493,-9.216,-17.7
0.66,-0.824,-0.24,8.85,-10.254,-21.179
0.656,-0.784,-0.25,14.16,-8.606,-25.269
0.654,-0.749,-0.227,24.414,-2.075,-29.724
-0.252,-1.142,-0.753,40.833,-10.986,-2.686
-0.307,-1.133,-0.802,43.213,-9.46,-4.272
-0.354,-1.113,-0.848,44.922,-5.737,-2.747
-0.379,-1.098,-0.889,47.546,-0.732,2.563
-0.396,-1.107,-0.93,49.438,4.089,12.39
-0.414,-1.14,-0.959,50.049,7.935,24.353
-0.444,-1.19,-0.984,48.889,11.536,37.781
-0.461,-1.225,-1.005,48.767,15.076,51.697
-0.462,-1.281,-1.031,48.706,17.09,66.162
-0.484,-1.369,-1.061,47.058,15.015,82.214
-0.476,-1.465,-1.108,43.579,9.766,99.976
-0.486,-1.616,-1.145,37.292,2.258,117.188
-0.563,-1.803,-1.152,28.137,-6.592,131.592
-0.664,-2.002,-1.137,16.785,-14.343,139.404
-0.809,-2.22,-1.08,8.667,-16.052,138.977
-0.982,-2.389,-0.96,4.456,-8.423,133.057
-1.096,-2.465,-0.839,2.502,8.85,120.911
-1.176,-2.471,-0.721,8.362,31.067,101.563
-1.245,-2.367,-0.637,18.921,50.72,79.346
-1.253,-2.106,-0.59,27.1,59.204,58.044
-1.283,-1.763,-0.573,27.527,53.894,44.25
-1.387,-1.385,-0.572,23.56,40.894,41.016
-1.514,-0.924,-0.579,24.231,26.245,43.457
-1.505,-0.302,-0.621,26.245,12.817,49.133
-1.273,0.457,-0.724,26.672,6.287,66.956
-0.895,1.124,-0.929,30.701,6.531,105.408
-0.423,1.668,-1.003,32.776,17.212,161.072
0.223,2.096,-1.027,29.846,38.391,216.614
0.922,2.464,-1.012,38.94,57.373,249.634
1.673,2.95,-1.034,43.518,62.744,266.174
2.388,3.277,-1.088,18.86,46.875,287.964
2.879,3.067,-0.961,-34.912,16.357,329.773
3.05,2.448,-0.45,-103.455,-16.907,377.747
2.923,1.667,0.422,-163.757,-41.199,402.832
2.793,1.006,1.239,-186.035,-46.326,392.09
2.986,0.299,1.607,-144.043,-15.503,362.427
3.653,-0.677,1.485,-41.687,30.212,324.097
4,-1.977,0.974,79.285,41.382,279.968
4,-3.063,0.471,143.25,11.047,217.773
3.523,-3.073,-0.193,105.713,-36.011,104.065
2.401,-1.994,-0.744,20.447,-95.337,-68.787
1.423,-0.451,-1.109,-37.72,-134.949,-239.807
0.517,0.934,-1.437,-54.382,-110.962,-337.891
-0.362,1.679,-1.436,-24.231,-40.588,-341.614
-0.95,1.685,-1.021,32.043,37.292,-278.748
-0.968,1.369,-0.604,70.374,98.267,-189.758
-0.621,0.944,-0.385,77.881,115.479,-105.469
-0.324,0.537,-0.342,63.293,83.801,-45.654
-0.137,0.276,-0.462,36.682,28.503,-13.672
-0.068,0.176,-0.662,14.038,-19.409,1.953
-0.042,0.113,-0.815,5.737,-44.617,11.78
0.018,0.031,-0.92,9.155,-44.373,20.142
0.138,-0.057,-0.957,17.761,-27.771,26.367
0.28,-0.177,-0.933,25.208,-8.301,29.297
0.431,-0.268,-0.893,27.1,3.296,28.992
0.547,-0.301,-0.842,21.912,2.625,27.71
0.561,-0.323,-0.827,11.536,-8.606,27.588
0.514,-0.361,-0.823,2.625,-18.005,27.832
0.51,-0.38,-0.826,-0.732,-19.104,26.001
0.559,-0.399,-0.819,3.54,-12.573,22.644
0.618,-0.435,-0.821,11.536,-3.784,18.494
0.682,-0.468,-0.825,17.029,2.93,13.977
0.754,-0.474,-0.841,16.418,4.211,9.155
0.801,-0.455,-0.87,10.742,0.671,4.395
0.814,-0.427,-0.89,0.427,-7.446,-0.366
0.799,-0.397,-0.915,-8.545,-14.038,-3.235
0.78,-0.373,-0.916,-13.855,-16.113,-4.7
0.77,-0.356,-0.89,-15.747,-13.306,-5.066
0.764,-0.354,-0.847,-14.648,-7.385,-5.127
0.775,-0.359,-0.786,-11.78,-0.977,-5.127
0.798,-0.367,-0.743,-9.827,2.563,-4.517
0.811,-0.374,-0.719,-9.338,2.686,-3.723
0.819,-0.381,-0.72,-10.315,0.671,-3.723
0.817,-0.38,-0.735,-12.817,-1.221,-3.418
0.81,-0.375,-0.739,-16.235,-2.625,-2.075
0.812,-0.372,-0.723,-18.494,-2.686,-0.427
0.83,-0.375,-0.691,-18.372,-1.465,2.319
0.839,-0.395,-0.649,-17.09,-0.488,5.249
0.843,-0.42,-0.62,-14.954,-0.305,7.751
0.854,-0.434,-0.597,-12.512,-0.305,8.972
0.861,-0.44,-0.606,-9.949,-0.732,9.399
0.863,-0.459,-0.624,-7.141,-1.648,9.399
0.863,-0.48,-0.646,-5.005,-2.502,8.606
0.856,-0.488,-0.663,-4.211,-3.113,6.409
0.844,-0.495,-0.672,-4.639,-2.991,3.601
0.826,-0.497,-0.661,-5.127,-2.197,0.977
0.8,-0.493,-0.645,-5.249,-1.587,-2.197
0.778,-0.479,-0.639,-4.211,-0.916,-4.7
0.763,-0.467,-0.646,-2.441,0.061,-5.859
0.75,-0.459,-0.653,-0.549,1.099,-6.958
0.742,-0.457,-0.657,0.671,1.831,-7.69
0.735,-0.462,-0.661,0.061,1.404,-8.24
0.725,-0.457,-0.662,-2.502,0.122,-8.85
0.712,-0.442,-0.662,-5.31,-1.404,-9.277
0.7,-0.421,-0.661,-7.446,-2.686,-8.789
0.691,-0.416,-0.655,-7.629,-2.563,-7.263
0.698,-0.422,-0.637,-6.042,-1.038,-5.493
0.714,-0.437,-0.615,-4.517,0.549,-4.456
0.725,-0.442,-0.599,-4.089,0.244,-4.272
0.731,-0.445,-0.589,-4.272,-1.16,-4.578
0.728,-0.439,-0.587,-4.822,-2.808,-5.127
0.724,-0.432,-0.592,-4.639,-4.272,-5.554
0.72,-0.427,-0.601,-3.845,-4.517,-5.798
0.707,-0.427,-0.607,-2.38,-3.662,-6.165
0.707,-0.43,-0.604,-0.793,-1.648,-6.897
0.713,-0.428,-0.598,0.366,0.488,-8.301
0.709,-0.425,-0.589,0.549,1.648,-10.132
0.701,-0.42,-0.581,0.671,1.831,-12.207
0.686,-0.412,-0.577,0.671,1.282,-14.16
0.672,-0.402,-0.582,0.61,0.793,-15.686
0.659,-0.396,-0.59,1.221,0.488,-16.052
0.649,-0.398,-0.598,2.075,1.038,-15.625
0.646,-0.395,-0.604,2.991,1.648,-15.198
0.647,-0.395,-0.604,3.296,1.831,-15.137
0.647,-0.395,-0.603,2.991,1.587,-15.015
0.65,-0.389,-0.601,2.197,0.549,-14.954
0.655,-0.384,-0.598,1.221,-0.793,-14.771
0.654,-0.382,-0.596,0.549,-2.014,-14.465
0.653,-0.389,-0.592,1.038,-2.991,-13.977
-0.434,-1.321,-0.35,3.906,4.211,-13.184
-0.497,-1.353,-0.364,6.714,3.906,-9.46
-0.564,-1.385,-0.354,9.155,3.845,-8.728
-0.62,-1.411,-0.333,8.789,4.211,-9.705
-0.679,-1.428,-0.306,6.104,3.357,-10.864
-0.749,-1.444,-0.307,3.174,2.136,-11.475
-0.839,-1.471,-0.319,2.258,1.282,-12.207
-0.942,-1.488,-0.342,2.991,0.671,-14.282
-1.028,-1.475,-0.364,3.479,2.014,-17.151
-1.1,-1.457,-0.389,3.296,5.554,-20.02
-1.134,-1.446,-0.416,2.869,10.681,-21.301
-1.217,-1.431,-0.477,3.174,15.381,-19.409
-1.274,-1.419,-0.563,4.883,17.151,-15.503
-1.335,-1.396,-0.628,3.296,19.531,-9.705
-1.391,-1.383,-0.677,-3.113,22.766,-4.456
-1.456,-1.381,-0.735,-11.963,26.855,-2.197
-1.57,-1.365,-0.792,-22.156,28.687,-9.644
-1.75,-1.314,-0.855,-31.128,28.503,-30.09
-1.9,-1.11,-0.898,-40.1,29.175,-65.857
-1.826,-0.601,-0.923,-51.453,34.729,-116.333
-1.434,0.113,-0.913,-65.857,44.434,-164.001
-0.82,0.934,-0.873,-77.393,53.589,-179.749
-0.096,1.655,-0.708,-76.721,58.899,-137.39
0.74,2.18,-0.443,-75.745,51.27,-23.499
1.673,2.369,-0.104,-87.28,25.513,151.001
2.788,2.067,0.275,-126.465,-7.385,356.628
3.988,1.596,0.58,-229.37,-49.622,549.805
4,1.101,0.394,-402.344,-113.647,675.781
4,0.282,0.412,-582.458,-187.073,681.824
4,-0.865,0.745,-708.618,-250,564.819
3.792,-1.991,1.529,-718.689,-258.24,383.301
2.801,-3.289,2.733,-615.234,-157.898,223.694
2.7,-2.935,3.921,-482.91,18.433,87.341
2.557,-1.584,4,-371.277,118.835,-71.655
1.918,-0.203,4,-217.773,67.688,-216.125
0.901,0.832,3.105,-1.77,-41.016,-275.208
0.256,1.314,1.915,200.195,-98.572,-258.057
-0.012,1.072,1.168,335.51,-101.929,-213.928
-0.02,0.54,0.634,378.906,-107.788,-166.87
0.115,0.021,0.073,331.909,-142.517,-125.671
0.152,-0.307,-0.643,221.497,-206.177,-84.106
0.275,-0.57,-1.203,91.492,-265.015,-38.147
0.386,-0.736,-1.498,-26.55,-302.551,7.874
0.479,-0.831,-1.515,-108.826,-304.749,34.119
0.489,-0.85,-1.344,-147.888,-276.062,23.56
0.347,-0.726,-1.089,-155.273,-228.76,-11.23
0.112,-0.501,-0.863,-143.616,-171.875,-47.913
-0.117,-0.305,-0.658,-121.948,-112.732,-70.984
-0.232,-0.142,-0.452,-99.792,-54.932,-78.735
-0.258,-0.003,-0.238,-80.139,-6.775,-71.716
-0.255,0.069,-0.03,-61.096,27.344,-54.077
-0.26,0.026,0.161,-43.579,53.528,-31.738
-0.204,-0.07,0.314,-31.067,77.271,-10.132
-0.127,-0.197,0.453,-24.78,94.482,9.277
0.045,-0.373,0.561,-22.4,107.666,23.193
0.28,-0.51,0.699,-22.888,107.056,28.442
0.439,-0.631,0.797,-27.771,87.463,34.18
0.422,-0.746,0.81,-33.081,60.12,38.879
0.401,-0.799,0.779,-34.851,43.579,36.438
0.458,-0.801,0.813,-34.912,37.415,27.893
0.46,-0.785,0.856,-34.241,31.677,19.958
0.402,-0.775,0.881,-31.006,27.1,12.573
0.351,-0.747,0.886,-25.696,26.306,5.798
0.338,-0.722,0.894,-19.226,28.687,2.93
0.344,-0.708,0.906,-13,29.175,2.686
0.343,-0.707,0.92,-8.85,26.489,3.845
0.361,-0.71,0.905,-6.592,21.423,6.165
0.38,-0.716,0.889,-5.066,14.404,9.338
0.397,-0.728,0.856,-4.089,6.775,12.817
0.421,-0.743,0.831,-2.991,0.671,15.076
0.442,-0.755,0.81,-0.916,-2.869,15.259
0.458,-0.763,0.793,2.319,-3.479,13.367
0.466,-0.761,0.78,4.7,-2.93,10.132
0.463,-0.761,0.78,4.517,-2.563,5.615
0.447,-0.741,0.778,2.197,-2.808,0.366
0.416,-0.722,0.779,-0.488,-3.418,-4.7
0.37,-0.69,0.781,-2.991,-4.761,-8.24
0.326,-0.659,0.782,-4.639,-6.104,-9.827
0.293,-0.646,0.782,-4.395,-6.836,-9.399
0.266,-0.647,0.778,-3.296,-7.568,-7.568
0.241,-0.651,0.761,-2.319,-8.301,-5.432
0.228,-0.648,0.746,-0.671,-7.935,-3.54
0.223,-0.653,0.734,2.014,-5.798,-1.343
0.225,-0.67,0.731,4.822,-3.052,1.282
0.233,-0.681,0.73,6.714,-0.793,2.625
0.248,-0.695,0.734,8.423,1.099,3.113
0.261,-0.708,0.735,9.583,2.502,3.418
0.278,-0.716,0.74,9.644,2.869,4.272
0.295,-0.722,0.734,9.155,1.404,4.578
0.304,-0.724,0.723,8.484,-0.366,4.578
0.308,-0.729,0.724,8.362,-1.099,3.54
0.317,-0.719,0.731,8.057,-1.831,1.77
0.333,-0.688,0.729,7.385,-2.991,-0.061
0.344,-0.675,0.73,7.324,-4.089,-0.916
0.354,-0.673,0.735,8.301,-5.005,-1.526
0.37,-0.663,0.738,9.827,-6.531,-3.052
0.385,-0.647,0.728,11.23,-8.85,-4.578
0.385,-0.64,0.708,13,-11.353,-5.615
0.386,-0.649,0.706,14.587,-13.306,-6.653
0.392,-0.646,0.7,14.343,-14.038,-7.568
0.39,-0.646,0.708,12.695,-15.076,-8.423
0.395,-0.654,0.731,10.315,-15.381,-9.46
0.406,-0.654,0.752,7.324,-17.273,-11.536
0.396,-0.642,0.757,4.15,-21.851,-14.709
0.381,-0.626,0.749,2.197,-27.161,-17.395
0.367,-0.596,0.724,2.258,-31.555,-19.592
0.351,-0.579,0.698,5.127,-33.447,-20.203
0.351,-0.585,0.676,9.46,-33.264,-18.921
0.368,-0.592,0.65,13.428,-32.471,-17.334
0.39,-0.599,0.611,15.564,-33.447,-15.991
0.405,-0.601,0.562,15.564,-35.767,-14.832
0.404,-0.61,0.539,12.207,-38.818,-14.404
0.403,-0.624,0.544,4.761,-41.626,-15.137
0.392,-0.611,0.537,-4.028,-46.021,-18.127
0.336,-0.587,0.511,-11.23,-52.856,-23.254
0.238,-0.579,0.515,-16.479,-58.96,-26.489
0.19,-0.549,0.517,-20.264,-60.303,-27.832
0.187,-0.529,0.524,-21.484,-57.373,-27.344
0.205,-0.524,0.525,-20.63,-52.979,-25.085
-0.442,-0.663,1.009,3.906,-21.484,-33.203
-0.515,-0.656,0.968,8.362,-29.358,-35.461
-0.612,-0.673,0.927,9.888,-37.842,-35.339
-0.678,-0.685,0.882,10.376,-43.335,-33.325
-0.723,-0.698,0.828,9.46,-46.021,-30.151
-0.758,-0.72,0.79,10.498,-46.509,-28.015
-0.816,-0.758,0.756,10.986,-46.265,-27.222
-0.904,-0.789,0.706,9.033,-44.556,-26.489
-0.94,-0.829,0.694,3.967,-40.527,-26.55
-1.033,-0.86,0.684,-3.784,-37.659,-27.954
-1.142,-0.871,0.668,-10.498,-36.194,-33.02
-1.31,-0.918,0.645,-11.108,-35.583,-38.025
-1.557,-1.075,0.679,-2.686,-35.889,-40.833
-1.81,-1.171,0.633,7.019,-39.49,-44.128
-2.042,-1.223,0.483,13.367,-43.884,-47.913
-2.322,-1.324,0.308,18.188,-45.715,-47.424
-2.573,-1.414,0.161,22.217,-42.114,-41.992
-2.72,-1.501,0.041,21.667,-34.546,-34.485
-2.756,-1.498,-0.077,13.916,-21.851,-25.879
-2.649,-1.474,-0.212,1.709,-4.456,-15.442
-2.437,-1.455,-0.318,-12.146,14.038,-4.883
-2.094,-1.398,-0.385,-30.823,28.076,-0.305
-1.695,-1.252,-0.406,-52.917,30.762,-5.371
-1.24,-0.976,-0.45,-73.792,26.123,-14.648
-0.713,-0.738,-0.484,-91.248,21.606,-21.851
-0.107,-0.443,-0.472,-109.375,22.705,-23.499
0.498,-0.041,-0.425,-134.155,29.053,-22.278
1.053,0.418,-0.34,-165.955,35.645,-20.325
1.555,1.013,-0.235,-197.144,47.791,-10.864
2.045,1.659,-0.108,-218.689,77.881,10.437
2.596,2.111,0.175,-227.051,134.583,39.612
3.119,2.316,0.551,-231.262,210.51,54.077
3.34,2.113,1.205,-226.624,294.739,38.33
3.328,1.405,1.954,-200.989,370.361,17.456
3.172,0.501,2.588,-161.682,407.043,14.587
2.995,-0.232,3.059,-132.263,384.033,15.137
2.484,-0.212,3.232,-127.563,300.049,-7.202
1.446,0.072,3.365,-137.573,205.627,-69.641
0.559,0.564,3.431,-135.071,146.484,-140.564
0.01,1.183,3.277,-90.21,90.698,-165.71
-0.342,1.398,2.757,17.944,13.245,-136.658
-0.439,1.31,1.935,162.781,-65.186,-80.933
-0.371,0.859,1.125,281.006,-106.995,-26.672
-0.125,0.387,0.445,325.989,-117.249,7.263
0.068,-0.02,-0.061,293.518,-124.939,29.724
0.132,-0.347,-0.374,212.83,-141.602,47.119
0.181,-0.573,-0.523,114.563,-154.846,61.584
0.272,-0.657,-0.484,23.987,-150.574,70.068
0.337,-0.624,-0.306,-43.579,-132.446,65.918
0.342,-0.474,-0.057,-80.139,-107.178,48.157
0.271,-0.265,0.156,-85.083,-81.665,22.583
0.135,-0.127,0.31,-61.768,-57.19,-0.427
0.012,-0.029,0.389,-20.935,-31.189,-15.198
-0.039,-0.002,0.448,23.376,-7.751,-22.766
-0.034,-0.016,0.515,59.814,6.104,-24.658
-0.142,-0.074,0.53,80.75,5.981,-22.583
-0.184,-0.123,0.5,87.708,5.371,-20.813
-0.169,-0.157,0.497,81.665,1.648,-15.076
-0.201,-0.255,0.508,68.481,-0.977,-0.793
-0.22,-0.339,0.535,50.903,1.526,14.893
-0.174,-0.39,0.573,30.823,9.033,23.499
-0.096,-0.423,0.632,12.695,18.005,25.696
-0.002,-0.44,0.714,-1.221,26.855,25.391
0.038,-0.433,0.794,-8.667,31.433,22.156
0.047,-0.408,0.87,-9.46,32.288,16.052
0.04,-0.387,0.931,-4.456,33.02,8.606
0.045,-0.376,0.981,4.456,34.241,1.831
0.041,-0.366,1.005,13.428,35.767,-0.549
0.035,-0.37,1.019,18.005,35.4,-0.549
0.049,-0.38,1.043,17.639,35.278,0.305
0.076,-0.356,1.062,13,34.241,1.831
0.077,-0.342,1.094,6.775,30.701,4.15
0.082,-0.33,1.115,2.136,26.794,6.348
0.082,-0.315,1.128,0.183,23.804,8.24
0.091,-0.305,1.137,0.427,21.423,10.315
0.117,-0.311,1.151,3.845,19.287,11.963
0.147,-0.322,1.151,7.874,16.174,13.367
0.169,-0.337,1.128,10.681,11.475,14.343
0.167,-0.358,1.087,11.047,6.47,12.878
0.147,-0.38,1.067,10.498,3.479,8.606
0.124,-0.371,1.05,9.521,2.136,2.991
0.101,-0.346,1.033,8.179,1.343,-2.502
0.075,-0.314,1.016,8.24,0.732,-5.798
0.046,-0.289,0.996,10.62,-0.061,-6.592
0.017,-0.288,0.983,14.038,-0.244,-5.066
0.005,-0.3,0.968,16.968,-0.305,-2.808
0.002,-0.307,0.947,18.127,-0.977,-0.671
-0.001,-0.318,0.927,17.883,-1.892,1.709
-0.004,-0.336,0.915,16.846,-1.709,3.906
0.002,-0.357,0.902,15.32,-0.488,6.042
0.019,-0.381,0.905,12.146,1.282,8.118
0.039,-0.39,0.915,7.08,2.197,8.85
0.055,-0.384,0.917,0.916,1.831,8.484
0.054,-0.37,0.926,-2.869,1.099,7.019
0.05,-0.359,0.943,-2.991,1.16,4.822
0.048,-0.358,0.966,-0.671,2.075,2.808
0.051,-0.357,0.982,2.686,2.38,1.099
0.063,-0.361,0.981,4.883,1.16,0.549
0.071,-0.34,0.966,5.798,-1.038,1.526
0.076,-0.329,0.944,6.958,-2.625,4.028
0.077,-0.328,0.949,9.644,-2.441,6.897
0.093,-0.315,0.946,12.39,-1.953,7.935
0.099,-0.297,0.927,14.893,-2.014,8.057
0.074,-0.292,0.889,18.86,-1.892,9.338
0.037,-0.291,0.864,24.292,-0.427,11.108
-0.001,-0.326,0.845,28.259,3.113,14.404
0,-0.34,0.842,30.823,7.812,17.09
0.032,-0.352,0.833,29.907,12.878,19.592
0.081,-0.365,0.837,26.428,16.418,21.79
0.121,-0.374,0.855,20.63,16.602,22.217
0.156,-0.37,0.862,12.756,14.587,21.24
0.2,-0.331,0.875,6.165,11.78,18.005
0.226,-0.302,0.897,4.15,8.728,13.123
0.225,-0.283,0.909,7.141,4.944,8.179
0.186,-0.259,0.905,12.817,1.221,4.15
0.131,-0.237,0.889,21.912,-1.892,1.343
0.085,-0.225,0.875,34.729,-2.625,-0.366
0.093,-0.254,0.873,49.927,-0.183,-1.282
0.138,-0.289,0.862,61.829,2.563,-2.075
-0.46,-1.381,0.221,54.077,9.583,5.798
-0.501,-1.399,0.192,56.824,13.855,-0.671
-0.567,-1.408,0.166,61.584,19.287,-5.127
